kelurahan,nama_jalan,latitude,longitude,ave_njb
PONDOK KOPI,JL. MAWAR MERAH,-6.223313,106.9389991,4723000.0
PONDOK KOPI,JL. RAWA JAYA,-6.2348217,106.9437309,3950000.0
PONDOK KOPI,JL.RAWA JAYA,-6.2348217,106.9437309,4380000.0
PONDOK KOPI,JL.RAWADAS,-6.2287811,106.9403833,3843000.0
PONDOK KOPI,KARYA BAKTI,-6.2217589,106.9459796,3745000.0
PONDOK KOPI,KARYA BAKTI 3,-6.2217589,106.9459796,3745000.0
PONDOK KOPI,KP MALAKA,-6.2240846,106.9414138,4119363.6363636362
PONDOK KOPI,KP MALAKA HIJAU IX,-6.2259286,106.9394786,3843000.0
PONDOK KOPI,KP RAWA JAYA,-6.2294694,106.935189,3995545.4545454546
PONDOK KOPI,KP RAWADAS,-6.2287811,106.9403833,4047538.4615384615
PONDOK KOPI,KP RAYA JAYA,-6.2274768,106.936121,4155000.0
PONDOK KOPI,KP. MALAKA,-6.2240846,106.9414138,3843000.0
PONDOK KOPI,KP. RAWA JAYA,-6.2294694,106.935189,3745000.0
PONDOK KOPI,KP. RAWADAS,-6.2287811,106.9403833,3818500.0
PONDOK KOPI,KP.RAWADAS,-6.2287811,106.9403833,3777666.6666666665
PONDOK KOPI,MADRASAH 4,-6.2290845,106.9390536,3745000.0
PONDOK KOPI,MALAKA BARU I,-6.2209606,106.949204,3745000.0
PONDOK KOPI,MAWAR MERAH I,-6.223313,106.9389991,3843000.0
PONDOK KOPI,MAWAR MERAH II,-6.223313,106.9389991,3843000.0
PONDOK KOPI,PERUM PONDOK KOPI,-6.2213966,106.9416517,4103666.6666666665
PONDOK KOPI,PERUM PONDOK KOPI INDAH,-6.2213966,106.9416517,4605000.0
PONDOK KOPI,PONDOK KELAPA RAYA,-6.2274768,106.936121,5763000.0
PONDOK KOPI,PONDOK KOPI,-6.2176762,106.9379209,4208666.666666667
PONDOK KOPI,PONDOK KOPI II E,-6.2189431,106.9411531,5223000.0
PONDOK KOPI,PONDOK KOPI RAYA,-6.2183123,106.9395547,4803000.0
PONDOK KOPI,PONDOK KOPI TIMUR,-6.2176762,106.9379209,5223000.0
PONDOK KOPI,PONDOK KOPI V,-6.2213852,106.942578,5223000.0
PONDOK KOPI,PONDOK KOPI VII D,-6.2228154,106.9432315,5223000.0
PONDOK KOPI,PONDOK KOPI VIII,-6.2230398,106.9434699,5223000.0
PONDOK KOPI,PUSKESMAS,-6.22563175,106.9452945,3843000.0
PONDOK KOPI,RAWA JAYA,-6.233851250000001,106.94336887046083,3847500.0
PONDOK KOPI,RAWADAS,-6.2287811,106.9403833,3831571.4285714286
PONDOK KOPI,RAWADAS V,-6.231038,106.9380347,3745000.0
PONDOK LABU,BARU II,-6.3123206,106.7820317,5763000.0
PONDOK LABU,GG BUNTU,-6.3018028,106.7957064,4263000.0
PONDOK LABU,GG CEMARA,-6.3140373,106.7937482,5763000.0
PONDOK LABU,GG KELURAHAN,-6.3068015,106.7928183,5625000.0
PONDOK LABU,GG KESEHATAN,-6.3025599,106.7956079,7857000.0
PONDOK LABU,GG MANUNGGAL,-6.3062521,106.7901125,5625000.0
PONDOK LABU,GG MASJID,-6.3062743,106.7931886,5360000.0
PONDOK LABU,GG MELATI,-6.3117418,106.8011525,4503000.0
PONDOK LABU,GG MUSHOLLA,-6.3018977,106.79651,5430333.333333333
PONDOK LABU,GG MUSYAWARAH,-6.3130482,106.8055983,4723000.0
PONDOK LABU,GG PINANG II,-6.3083944,106.7964394,4493000.0
PONDOK LABU,GG PINANG IV,-6.3085351,106.8000754,4723000.0
PONDOK LABU,GG PINANG VI,-6.3064717,106.8000424,4723000.0
PONDOK LABU,GG SEKOLAH,-6.3073766,106.7922671,5730333.333333333
PONDOK LABU,GG SEMAR,-6.3096321,106.8058164,4723000.0
PONDOK LABU,GG SWADAYA,-6.3044086,106.8019948,4723000.0
PONDOK LABU,GG SWAKARYA,-6.3041162,106.7989379,4723000.0
PONDOK LABU,GG SWAKARYA BAWAH,-6.306325,106.7986965,4723000.0
PONDOK LABU,JL AGRARIA,-6.3033784,106.8001462,5763000.0
PONDOK LABU,JL AMBALUN,-6.3128899,106.7842106,5763000.0
PONDOK LABU,JL ANDARA,-6.3132038,106.8035876,5876600.0
PONDOK LABU,JL ANGGRIT,-6.3142076,106.7842199,5763000.0
PONDOK LABU,JL ANGSANA,-6.3132741,106.7852151,5763000.0
PONDOK LABU,JL BALAN,-6.3123011,106.7844622,5763000.0
PONDOK LABU,JL BALSA,-6.3124173,106.7855168,5223000.0
PONDOK LABU,JL BANGO,-6.3036998,106.8044563,4701000.0
PONDOK LABU,JL BANGO I,-6.3089989,106.8044753,5095000.0
PONDOK LABU,JL BANGO II,-6.3077982,106.804768,5073571.428571428
PONDOK LABU,JL BANGO III,-6.3060368,106.8046954,4903222.222222222
PONDOK LABU,JL BANGO IV,-6.3055309,106.8063798,4646333.333333333
PONDOK LABU,JL BANGO RAYA,-6.3052288,106.8039084,7099000.0
PONDOK LABU,JL BAROS,-6.3125488,106.7840965,5763000.0
PONDOK LABU,JL BARU,-2.4463815,116.5002645,5763000.0
PONDOK LABU,JL BARU II,-6.3123206,106.7820317,5763000.0
PONDOK LABU,JL BUNTU,-6.3018028,106.7957064,5223000.0
PONDOK LABU,JL CEMARA,-6.3140373,106.7937482,5763000.0
PONDOK LABU,JL DAMAI,-6.3130482,106.8055983,4263000.0
PONDOK LABU,JL DAMAI MUSYAWARAH,-6.3130482,106.8055983,6250076.923076923
PONDOK LABU,JL DAMAR,-6.3126615,106.7863556,5763000.0
PONDOK LABU,JL DDN II,-6.3146801,106.7969884,5763000.0
PONDOK LABU,JL DUKU,-6.3128732,106.7855852,5763000.0
PONDOK LABU,JL FATMAWATI,-6.3075193,106.7936084,18778333.333333332
PONDOK LABU,JL JATI,-6.3154185,106.7920621,5763000.0
PONDOK LABU,JL JATI RAYA BARAT,-6.3151739,106.7914554,5763000.0
PONDOK LABU,JL JATI RAYA UTARA,-6.3132241,106.787622,5243000.0
PONDOK LABU,JL KALIJATI,-6.3050894,106.8013478,5770333.333333333
PONDOK LABU,JL KAMPER,-6.312687,106.7835859,5763000.0
PONDOK LABU,JL KAPINIS,-6.3139949,106.7823069,5763000.0
PONDOK LABU,JL KARANG TENGAH,-6.3124944,106.7814571,5493000.0
PONDOK LABU,JL KAYU KAPUR,-6.3145243,106.7829392,5763000.0
PONDOK LABU,JL KAYU MANIS,-6.3146411,106.7823843,5763000.0
PONDOK LABU,JL KAYU PUTIH,-6.3145327,106.7828923,5763000.0
PONDOK LABU,JL KECAPI,-6.316049,106.7830646,5763000.0
PONDOK LABU,JL KELURAHAN,-6.3068015,106.7928183,5981500.0
PONDOK LABU,JL KESAMBI,-6.3144561,106.7832162,5763000.0
PONDOK LABU,JL KESEHATAN,-6.3025599,106.7956079,6963000.0
PONDOK LABU,JL KOMPLEK DDN II,-6.3146801,106.7969884,5763000.0
PONDOK LABU,JL KRUING,-6.3129791,106.783243,5763000.0
PONDOK LABU,JL LEBAK BULUS,-6.2993105,106.7875412,7455000.0
PONDOK LABU,JL LEBAK BULUS III,-6.3022246,106.7933241,6825000.0
PONDOK LABU,JL MANUNGGAL,-6.3062521,106.7901125,5717000.0
PONDOK LABU,JL MANUNGGAL I,-6.3062521,106.7901125,5763000.0
PONDOK LABU,JL MANUNGGAL JAYA,-6.3062521,106.7901125,5680200.0
PONDOK LABU,JL MARGASATWA,-6.312324,106.7952331,8464757.575757576
PONDOK LABU,JL MARGASATWA BARU,-6.310198,106.8075255,7837000.0
PONDOK LABU,JL MASJID,-6.3062743,106.7931886,5861500.0
PONDOK LABU,JL MELATI,-6.3117418,106.8011525,4639000.0
PONDOK LABU,JL MERAWAN,-6.3157864,106.7829318,5763000.0
PONDOK LABU,JL MUSHOLLA,-6.3018977,106.79651,6014000.0
PONDOK LABU,JL MUSLIM,-6.3092802,106.7929713,5625000.0
PONDOK LABU,JL MUSYAWARAH,-6.3130482,106.8055983,4569666.666666667
PONDOK LABU,JL OTONOMI,-6.3038089,106.8001928,5493000.0
PONDOK LABU,JL PANGKALAN JATI,-6.3170707,106.7933727,7521800.0
PONDOK LABU,JL PEMILU,-6.303872,106.8008303,5763000.0
PONDOK LABU,JL PINANG,-6.3091951,106.7947322,5573545.454545454
PONDOK LABU,JL PINANG BAHARI,-6.3073802,106.7982429,5223000.0
PONDOK LABU,JL PINANG BARAT,-6.3101466,106.7954014,5223000.0
PONDOK LABU,JL PINANG DALAM,-6.3099073,106.7994765,4723000.0
PONDOK LABU,JL PINANG II,-6.3083944,106.7964394,4939200.0
PONDOK LABU,JL PINANG II DALAM,-6.3099073,106.7994765,5253500.0
PONDOK LABU,JL PINANG III,-6.3079865,106.7979717,4973000.0
PONDOK LABU,JL PINANG IV,-6.3085351,106.8000754,4663000.0
PONDOK LABU,JL PINANG KALIJATI,-6.3050894,106.8013478,5166692.307692308
PONDOK LABU,JL PINANG VI,-6.3064717,106.8000424,4723000.0
PONDOK LABU,JL PONDOK LABU,-6.3129127,106.793392,5835200.0
PONDOK LABU,JL PONDOK LABU BAWAH,-6.3049226,106.7904447,5694000.0
PONDOK LABU,JL PONDOK LABU II,-6.3065329,106.7920197,5910333.333333333
PONDOK LABU,JL PRINGGONDANI,-6.3125607,106.8069389,5229000.0
PONDOK LABU,JL RAYA KARANG TENGAH,-6.3124944,106.7814571,5763000.0
PONDOK LABU,JL RAYA PONDOK LABU,-6.3124944,106.7814571,11234000.0
PONDOK LABU,JL RS FATMAWATI,-6.3075193,106.7936084,12446040.0
PONDOK LABU,JL SEKOLAH,-6.3073766,106.7922671,5625000.0
PONDOK LABU,JL SEMAR,-6.3096321,106.8058164,4723000.0
PONDOK LABU,JL SERTATANTRA,-6.3036608,106.7993039,5763000.0
PONDOK LABU,JL SWADAYA,-6.3044086,106.8019948,5370333.333333333
PONDOK LABU,JL SWADAYA CILANDAK,-6.3044086,106.8019948,4723000.0
PONDOK LABU,JL SWAKARYA,-6.3041162,106.7989379,5108000.0
PONDOK LABU,JL SWAKARYA BAWAH,-6.306325,106.7986965,5139666.666666667
PONDOK LABU,JL WIJAYA KUSUMA,-6.3023872,106.8024658,6687800.0
PONDOK LABU,JL WIJAYA KUSUMA III,-6.30336,106.7988275,6805000.0
PONDOK LABU,JL WIJAYA KUSUMA RAYA,-6.3020274,106.8003307,8304000.0
PONDOK LABU,JL WISMA SEMAR,-6.3096321,106.8058164,4791666.666666667
PONDOK LABU,KELURAHAN,-6.3068015,106.7928183,6195000.0
PONDOK LABU,KO PONDOK LABU,-6.3059597,106.8021271,8875000.0
PONDOK LABU,KP KALIJATI,-6.3050894,106.8013478,4263000.0
PONDOK LABU,KP PONDOK LABU,-6.3129127,106.793392,4999666.666666667
PONDOK LABU,KP RW 01,-6.309113549999999,106.79468433537258,5223000.0
PONDOK LABU,KP RW 02,-6.31176005,106.79946169675836,6805000.0
PONDOK LABU,KP RW 07,-6.30443855,106.79204036459831,5625000.0
PONDOK LABU,KP RW.03,-6.30888115,106.80514782193475,5625000.0
PONDOK LABU,SWAKARYA BAWAH,-6.306325,106.7986965,5223000.0
PONDOK PINANG,ALAM ASRI,-6.2776832,106.7792959,29223000.0
PONDOK PINANG,ALAM ASRI I,-6.2791327,106.7801738,29223000.0
PONDOK PINANG,ALAM ASRI VI,-6.2757454,106.7811925,29223000.0
PONDOK PINANG,ALAM ASRI XII/14,-6.2752947,106.779714,29223000.0
PONDOK PINANG,ALAM ELOK,-6.2664964,106.7809765,29223000.0
PONDOK PINANG,ALAM ELOK III,-6.2669595,106.7819638,29223000.0
PONDOK PINANG,ALAM ELOK IV,-6.2673102,106.7808362,29223000.0
PONDOK PINANG,ALAM ELOK VIII,-6.2662491,106.7806184,29223000.0
PONDOK PINANG,ALAM SEGAR I,-6.2694638,106.7827977,29223000.0
PONDOK PINANG,ALAM SEGAR X,-6.2693072,106.7793705,29223000.0
PONDOK PINANG,BABSEL,-6.2851226,106.7679819,5625000.0
PONDOK PINANG,BUKIT GOLF UTAMA,-6.2721913,106.7873655,38395000.0
PONDOK PINANG,BUKIT HIJAU VIII,-6.282503,106.7784604,29223000.0
PONDOK PINANG,CIPUTAT RAYA,-6.2867907,106.7711849,16736666.666666666
PONDOK PINANG,DUTA INDAH II,-6.2858999,106.7857702,29223000.0
PONDOK PINANG,DUTA NIAGA II,-6.2895999,106.7813193,29223000.0
PONDOK PINANG,GEDUNG HIJAU,-6.2790832,106.7779148,29223000.0
PONDOK PINANG,GEDUNG HIJAU I,-6.2791045,106.7755293,29223000.0
PONDOK PINANG,GEDUNG HIJAU V,-6.2762799,106.7742857,29223000.0
PONDOK PINANG,GEDUNG PINANG,-6.2790832,106.7779148,29223000.0
PONDOK PINANG,GG 45,-6.2736372,106.7789504,9410333.333333334
PONDOK PINANG,GG AMAL,-6.2684639,106.7703465,5625000.0
PONDOK PINANG,GG BUANA,-6.2786608,106.771571,5095000.0
PONDOK PINANG,GG BUNTU,-6.288845,106.7747039,5223000.0
PONDOK PINANG,GG DAMAI,-6.2835351,106.7702493,5625000.0
PONDOK PINANG,GG JATI INDAH,-6.2599631,106.773803,5223000.0
PONDOK PINANG,GG KECIL,-6.2830376,106.7874314,5223000.0
PONDOK PINANG,GG KENANGA,-6.2766947,106.7715323,5625000.0
PONDOK PINANG,GG KRAMAT,-6.2657433,106.7724309,5223000.0
PONDOK PINANG,GG KRAMAT II,-6.2653661,106.7719923,9364333.333333334
PONDOK PINANG,GG LANGGAR,-6.2760746,106.7735304,5763000.0
PONDOK PINANG,GG MASJID,-6.261536,106.7791036,5658600.0
PONDOK PINANG,GG MASJID DARUSSALAM,-6.2669369,106.77549,8707000.0
PONDOK PINANG,GG MASRIKI,-6.2626431,106.7741125,5763000.0
PONDOK PINANG,GG MIDI,-6.2637946,106.7797619,6954000.0
PONDOK PINANG,GG MURNI,-6.2855831,106.7721718,5223000.0
PONDOK PINANG,GG PONDOK PINANG,5.34549,100.235227,5625000.0
PONDOK PINANG,GG PONDOK PINANG TIMUR,-6.2629584,106.7779198,12623000.0
PONDOK PINANG,GG PONDOK SETIA,-6.2750712,106.7739323,5763000.0
PONDOK PINANG,GG PUPAN,-6.2827551,106.7704843,5625000.0
PONDOK PINANG,GG PUPAN PONDOK PINANG,-6.2827551,106.7704843,5625000.0
PONDOK PINANG,GG SULAIMAN,-6.2841875,106.7669955,5625000.0
PONDOK PINANG,H GODEN,-6.2668647,106.7718002,5763000.0
PONDOK PINANG,H MIDAR,-6.2696279,106.7727619,5223000.0
PONDOK PINANG,H MINAN,-6.2727094,106.775471,5763000.0
PONDOK PINANG,H MUHI,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,H MUHI RAYA,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,H NAIMUN,-6.2688821,106.7720939,5763000.0
PONDOK PINANG,H NURISAN,-6.2683281,106.7744264,5763000.0
PONDOK PINANG,H SAIMAN,-6.2614855,106.7741336,5763000.0
PONDOK PINANG,H. MIDAR,-6.2696279,106.7727619,5223000.0
PONDOK PINANG,H. MINAN,-6.2727094,106.775471,5763000.0
PONDOK PINANG,H. NAIMUN,-6.2688821,106.7720939,5223000.0
PONDOK PINANG,JALAN KRAMAT 1,-6.2657433,106.7724309,5223000.0
PONDOK PINANG,JATI INDAH,-6.2599631,106.773803,5223000.0
PONDOK PINANG,JL ALAM ASRI,-6.2776832,106.7792959,29223000.0
PONDOK PINANG,JL ALAM ASRI III,-6.2782069,106.7791455,29223000.0
PONDOK PINANG,JL ALAM ASRI IX,-6.277087,106.7792579,29223000.0
PONDOK PINANG,JL ALAM ASRI VII,-6.2755541,106.7807084,29223000.0
PONDOK PINANG,JL ALAM ASRI VIII,-6.2754363,106.7802332,29223000.0
PONDOK PINANG,JL ALAM ASRI XII,-6.2752947,106.779714,29223000.0
PONDOK PINANG,JL ALAM ELOK III,-6.2669595,106.7819638,29223000.0
PONDOK PINANG,JL ALAM ELOK IX,-6.2670005,106.782823,29223000.0
PONDOK PINANG,JL ALAM ELOK VII,-6.2660755,106.7810236,29223000.0
PONDOK PINANG,JL ALAM ELOK VIII,-6.2662491,106.7806184,29223000.0
PONDOK PINANG,JL ALAM PERMAI IX,-6.2705569,106.7805862,29223000.0
PONDOK PINANG,JL ALAM SEGAR,-6.2681402,106.7804858,29223000.0
PONDOK PINANG,JL ALAM SEGAR III,-6.2695038,106.7823431,29223000.0
PONDOK PINANG,JL ALAM SEGAR VII,-6.2681585,106.7809246,29223000.0
PONDOK PINANG,JL ALAM SEGAR VIII,-6.2693611,106.7815046,29223000.0
PONDOK PINANG,JL BABSEL,-6.2851226,106.7679819,5625000.0
PONDOK PINANG,JL BANAN,-6.2729178,106.7740698,8323000.0
PONDOK PINANG,JL BANK EXIM,-6.263339,106.7745935,9824500.0
PONDOK PINANG,JL BENO,-6.274929,106.7731587,5625000.0
PONDOK PINANG,JL BUANA,-6.2786608,106.771571,8855000.0
PONDOK PINANG,JL BUANA II,-6.2773427,106.7713917,7455000.0
PONDOK PINANG,JL BUANA III,-6.2784688,106.7707538,7455000.0
PONDOK PINANG,JL BUANA KARYA,-6.2781874,106.7725634,6275000.0
PONDOK PINANG,JL BUKIT GOLF II,-6.2720087,106.7893618,38395000.0
PONDOK PINANG,JL BUKIT GOLF UTAMA,-6.2721913,106.7873655,38395000.0
PONDOK PINANG,JL BUKIT HIJAU II,-6.2813763,106.776258,29223000.0
PONDOK PINANG,JL BUKIT HIJAU III,-6.2795181,106.7763871,29223000.0
PONDOK PINANG,JL BUKIT HIJAU IV,-6.2812532,106.776297,29223000.0
PONDOK PINANG,JL BUKIT HIJAU IX,-6.2839864,106.7793039,29223000.0
PONDOK PINANG,JL BUKIT HIJAU VI,-6.2832279,106.7772256,29223000.0
PONDOK PINANG,JL BUKIT HIJAU VII,-6.2832279,106.7772256,29223000.0
PONDOK PINANG,JL BUKIT HIJAU VIII,-6.282503,106.7784604,29223000.0
PONDOK PINANG,JL CIPUTAT RAYA,-6.2867907,106.7711849,13313947.368421054
PONDOK PINANG,JL DEPLU RAYA,-6.2733249,106.773798,23295000.0
PONDOK PINANG,JL DUTA INDAH,-6.289541,106.7854022,29223000.0
PONDOK PINANG,JL DUTA INDAH III,-6.2872202,106.7850977,29223000.0
PONDOK PINANG,JL DUTA NIAGA,-6.2890651,106.7841394,29223000.0
PONDOK PINANG,JL DUTA NIAGA III,-6.2897409,106.7853507,29223000.0
PONDOK PINANG,JL DUTA NIAGA RAYA,-6.2883871,106.7810149,29223000.0
PONDOK PINANG,JL DUTA PERMAI,-6.2862017,106.7830161,29223000.0
PONDOK PINANG,JL DUTA PERMAI III,-6.2851321,106.7837274,29223000.0
PONDOK PINANG,JL DUTA PERMAI VII,-6.2851065,106.7844741,29223000.0
PONDOK PINANG,JL DUTA PERMAI VIII,-6.284303,106.78604,29223000.0
PONDOK PINANG,JL GEDUNG HIJAU,-6.2790832,106.7779148,29223000.0
PONDOK PINANG,JL GEDUNG HIJAU II,-6.2758958,106.7759617,29223000.0
PONDOK PINANG,JL GEDUNG HIJAU III,-6.2759195,106.775355,29223000.0
PONDOK PINANG,JL GEDUNG HIJAU IV,-6.2758176,106.7749246,29223000.0
PONDOK PINANG,JL GEDUNG HIJAU IX,-6.2773756,106.7748396,29223000.0
PONDOK PINANG,JL GEDUNG HIJAU VI,-6.2788912,106.7732472,29223000.0
PONDOK PINANG,JL GEDUNG HIJAU VII,-6.2764226,106.7746553,29223000.0
PONDOK PINANG,JL GEDUNG HIJAU VIII,-6.2768693,106.7746227,29223000.0
PONDOK PINANG,JL GEDUNG PINANG,-6.2790832,106.7779148,28503000.0
PONDOK PINANG,JL GEDUNG RAYA HIJAU,-6.2790832,106.7779148,17523000.0
PONDOK PINANG,JL GODEN,-6.2668647,106.7718002,5763000.0
PONDOK PINANG,JL GODEN IV,-6.2668647,106.7718002,5763000.0
PONDOK PINANG,JL H MUHI,-6.2664634,106.7723204,6580200.0
PONDOK PINANG,JL H MUHI B,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI I,-6.2664634,106.7723204,6885000.0
PONDOK PINANG,JL H MUHI II,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI IV,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI RAYA,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI V,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI VI,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI VII 15,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI X,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI X1,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H MUHI XI,-6.2664634,106.7723204,7351000.0
PONDOK PINANG,JL H. MUHI RAYA,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H. MUHI X,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL H.MUHI V,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL HAJI MUHI 8A,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL HAJI NAIMUN,-6.2688821,106.7720939,5763000.0
PONDOK PINANG,JL HAJI. MIDAR,-6.2696279,106.7727619,5223000.0
PONDOK PINANG,JL HARYONO,-6.2861298,106.7746572,6195000.0
PONDOK PINANG,JL HARYONO II,-6.2867958,106.7751983,6195000.0
PONDOK PINANG,JL HARYONO III,-6.2860214,106.7750062,6195000.0
PONDOK PINANG,JL HARYONO IV,-6.2861298,106.7746572,6195000.0
PONDOK PINANG,JL HARYONO RAYA,-6.2862291,106.7747342,6195000.0
PONDOK PINANG,JL JATI INDAH,-6.2599631,106.773803,5223000.0
PONDOK PINANG,JL KAMPUNG BARU,-6.2745982,106.7702537,5424000.0
PONDOK PINANG,JL KAMPUNG BARU II,-6.2744102,106.7722149,5223000.0
PONDOK PINANG,JL KAMPUNG BARU III,-6.2745982,106.7702537,5223000.0
PONDOK PINANG,JL KARTIKA ALAM II,-6.2675811,106.7801221,29223000.0
PONDOK PINANG,JL KARTIKA ALAM III,-6.2697733,106.7804128,29223000.0
PONDOK PINANG,JL KARTIKA III,-6.2696863,106.7777268,29223000.0
PONDOK PINANG,JL KARTIKA PINANG,-6.264193,106.7827394,27783000.0
PONDOK PINANG,JL KARTIKA PINANG III,-6.2696863,106.7777268,26343000.0
PONDOK PINANG,JL KARTIKA UTAMA,-6.2637995,106.7834538,30214090.90909091
PONDOK PINANG,JL KARYAWAN,-6.2773427,106.7713917,12350000.0
PONDOK PINANG,JL KENANGA,-6.2766947,106.7715323,9241500.0
PONDOK PINANG,JL KENCANA INDAH,-6.2814114,106.7856544,29223000.0
PONDOK PINANG,JL KENCANA INDAH II,-6.2796296,106.786138,29223000.0
PONDOK PINANG,JL KENCANA INDAH III,-6.2787513,106.7871107,29223000.0
PONDOK PINANG,JL KENCANA INDAH IV,-6.2779235,106.7878309,29223000.0
PONDOK PINANG,JL KENCANA PERMAI,-6.2762065,106.783701,29223000.0
PONDOK PINANG,JL KENCANA PERMAI II,-6.2766477,106.7846793,29223000.0
PONDOK PINANG,JL KENCANA PERMAI III,-6.2762065,106.783701,29223000.0
PONDOK PINANG,JL KENCANA PERMAI IV,-6.2767654,106.7839957,29223000.0
PONDOK PINANG,JL KENCANA PERMAI VI,-6.2785848,106.7842338,29223000.0
PONDOK PINANG,JL KENCANA PERMAI VII,-6.2786113,106.7822191,29223000.0
PONDOK PINANG,JL KENCANA PERMAI VIII,-6.2792284,106.7820702,29223000.0
PONDOK PINANG,JL KRAMAT,-6.2657433,106.7724309,5223000.0
PONDOK PINANG,JL KRAMAT II,-6.2653661,106.7719923,5424000.0
PONDOK PINANG,JL LAPANGAN HIJAU,-6.2807896,106.7781655,29223000.0
PONDOK PINANG,JL LEBAK BULUS,-6.2892534,106.770874,29223000.0
PONDOK PINANG,JL LENGKONG BUKIT HIJAU II,-6.2813763,106.776258,29223000.0
PONDOK PINANG,JL LENGKONG BUKIT HIJAU III,-6.2808477,106.7764061,29223000.0
PONDOK PINANG,JL LENGKONG BUKIT HIJAU IV,-6.2802763,106.7760314,29223000.0
PONDOK PINANG,JL LINGKAR LUAR SELATAN,-6.280119,106.7708203,5223000.0
PONDOK PINANG,JL LINGKAR SELATAN,-6.280119,106.7708203,36705000.0
PONDOK PINANG,JL MASJID DARUSSALAM,-6.2669369,106.77549,5625000.0
PONDOK PINANG,JL METRO ALAM,-6.273249,106.7826227,29223000.0
PONDOK PINANG,JL METRO ALAM IX,-6.2742349,106.779917,29223000.0
PONDOK PINANG,JL METRO ALAM VII,-6.2710374,106.7792994,29223000.0
PONDOK PINANG,JL METRO ALAM VIII,-6.2737394,106.7792226,29223000.0
PONDOK PINANG,JL METRO DUTA,-6.2851236,106.7812548,32857000.0
PONDOK PINANG,JL METRO DUTA NIAGA,-6.2851236,106.7812548,34674000.0
PONDOK PINANG,JL METRO INDAH,-6.2885343,106.7780891,40125000.0
PONDOK PINANG,JL METRO PONDOK INDAH,-6.2885343,106.7780891,31977947.36842105
PONDOK PINANG,JL MIDAR,-6.2696279,106.7727619,5223000.0
PONDOK PINANG,JL MUCHTARUDIN,-6.2887403,106.7738864,6195000.0
PONDOK PINANG,JL MUHI,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL MUHI IX,-6.2678444,106.7704877,8145000.0
PONDOK PINANG,JL MUHI RAYA,-6.2664634,106.7723204,8145000.0
PONDOK PINANG,JL MUHI VI,-6.2668946,106.7708763,8145000.0
PONDOK PINANG,JL MUHI VIII,-6.2655682,106.7704025,8145000.0
PONDOK PINANG,JL NAIMUN,-6.2688821,106.7720939,5763000.0
PONDOK PINANG,JL NIAGA DUTA RAYA,-6.2883871,106.7810149,29223000.0
PONDOK PINANG,JL NIAGA HIJAU,-6.2845871,106.7772706,29223000.0
PONDOK PINANG,JL NIAGA HIJAU II,-6.284951,106.776879,29223000.0
PONDOK PINANG,JL NIAGA HIJAU IV,-6.2835385,106.7756047,29223000.0
PONDOK PINANG,JL NIAGA HIJAU IX,-6.2809133,106.7737485,29223000.0
PONDOK PINANG,JL NIAGA HIJAU RAYA,-6.2845871,106.7772706,29223000.0
PONDOK PINANG,JL NIAGA HIJAU VI,-6.2835385,106.7756047,29223000.0
PONDOK PINANG,JL NIAGA HIJAU VII,-6.2824306,106.7745853,29223000.0
PONDOK PINANG,JL NIAGA HIJAU VIII,-6.2819826,106.7741691,29223000.0
PONDOK PINANG,JL PASAR JUMAT,-6.2887919,106.777495,33445000.0
PONDOK PINANG,JL PINANG EMAS,-6.2625382,106.779162,26343000.0
PONDOK PINANG,JL PINANG EMAS III,-6.2630692,106.7788018,26343000.0
PONDOK PINANG,JL PINANG EMAS IV,-6.2638875,106.7790829,26343000.0
PONDOK PINANG,JL PINANG EMAS IX,-6.2625382,106.779162,26343000.0
PONDOK PINANG,JL PINANG EMAS VI,-6.2630923,106.7779487,26343000.0
PONDOK PINANG,JL PINANG EMAS VII,-6.263622,106.7784772,26343000.0
PONDOK PINANG,JL PINANG EMAS VIII,-6.2643446,106.7785362,26343000.0
PONDOK PINANG,JL PINANG I,-6.2664634,106.7723204,26343000.0
PONDOK PINANG,JL PINANG II,-6.2659098,106.7778075,11504000.0
PONDOK PINANG,JL PINANG III,-6.2655575,106.7776097,5763000.0
PONDOK PINANG,JL PINANG KUNINGAN,-6.26395,106.7775036,16053000.0
PONDOK PINANG,JL PINANG KUNINGAN IX,-6.26395,106.7775036,26343000.0
PONDOK PINANG,JL PINANG KUNINGAN XI,-6.2637165,106.7770394,26343000.0
PONDOK PINANG,JL PINANG MERAH,-6.2737235,106.7764939,26343000.0
