,name,url,stars,count_reviews
341,Halte Busway Utan Kayu,"https://www.google.com/maps/place/Halte+Busway+Utan+Kayu+arah+Matraman/@-6.1927219,106.8620084,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5576881f907:0xd3ad8633ca2bacf6!8m2!3d-6.1927219!4d106.8645833!16s%2Fg%2F11t6kxv0nv","Bintang 5,0",1 ulasan
342,Halte Busway Utan Kayu Rawamangun,"https://www.google.com/maps/search/halte+busway+utan+kayu+rawamangun/@-6.1924887,106.8544341,14z/data=!3m1!4b1",,
343,Halte Busway Velbak,"https://www.google.com/maps/@-6.208428,106.7824432,15z/data=!10m2!1e2!2e12",,
344,Halte Busway Velodrome,"https://www.google.com/maps/search/halte+busway+velodrome/@-6.193495,106.8857826,17z/data=!3m1!4b1",,
345,Halte Busway Walikota Jakarta Timur,"https://www.google.com/maps/place/Walikota+Jakarta+Timur/@-6.2124846,106.9427898,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698b61120bc16d:0x491d2682f185dbbd!8m2!3d-6.2124846!4d106.9453647!16s%2Fg%2F11bwdqmz9v","Bintang 4,4",126 ulasan
346,Halte Busway Walikota Jakarta Utara,"https://www.google.com/maps/search/halte+busway+walikota+jakarta+utara/@-6.1657757,106.8780024,13z/data=!3m1!4b1","Bintang 4,0 1 Ulasan","Bintang 4,0 1 Ulasan"
347,Halte Busway Warung Jati,"https://www.google.com/maps/place/Halte+Busway+Warung+Jati/@-6.2623689,106.8272207,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f22df788db63:0x94457b745ace0405!8m2!3d-6.2623689!4d106.8297956!16s%2Fg%2F11f5hkgc0k","Bintang 4,5",62 ulasan
348,Halte Busway Yos Sudarso Kodamar,"https://www.google.com/maps/place/Yos+Sudarso+Kodamar/@-6.16204,106.8791151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f510de5c69c7:0x5716b77c6bba522!8m2!3d-6.16204!4d106.88169!16s%2Fg%2F11btwr2r7r","Bintang 4,4",51 ulasan
349,RSUD Kembangan,"https://www.google.com/maps/place/RSUD+Kembangan/@-6.1946469,106.7337479,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f76f527b51f5:0xe3297217da20cd7!8m2!3d-6.1946469!4d106.7363228!16s%2Fg%2F1pzx_k5j4","Bintang 3,8",1.022 ulasan
350,RSUD Kalideres,"https://www.google.com/maps/place/Rumah+Sakit+Umum+Daerah+(RSUD)+Kalideres/@-6.1266978,106.7014663,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a02bc8b9c7961:0x72f7ab4cfcbdcbd7!8m2!3d-6.1266978!4d106.7040412!16s%2Fg%2F11fy5cjky1","Bintang 3,5",299 ulasan
351,RSUD Taman Sari,"https://www.google.com/maps/place/RSUD+Tamansari/@-6.1437872,106.8166447,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5fd0d4c86bf:0x544d0e1d174e018c!8m2!3d-6.1437872!4d106.8192196!16s%2Fg%2F1wl06ff9","Bintang 3,5",275 ulasan
352,RS Cendana,"https://www.google.com/maps/place/Rumah+Sakit+Cendana/@-6.187407,106.7584841,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f70517fffb75:0xa7af19124308381d!8m2!3d-6.187407!4d106.761059!16s%2Fg%2F11khsqx02k","Bintang 4,5",88 ulasan
353,RS Ciputra Citragarden,"https://www.google.com/maps/place/RS+Ciputra/@-6.12366,106.7025251,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a02bea6119003:0x3e37e3598aa4ff71!8m2!3d-6.12366!4d106.7051!16s%2Fg%2F11gtznmr4t","Bintang 3,7",13 ulasan
354,RS Dharmais,"https://www.google.com/maps/place/RS+Dharmais/@-6.1867534,106.7953067,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f68d985250f7:0xaefa6fd232b645b7!8m2!3d-6.1867534!4d106.7978816!16s%2Fg%2F1hm3wxvn9","Bintang 3,8",93 ulasan
355,RS dr. Soeharto Heerjan,"https://www.google.com/maps/place/Rumah+Sakit+Jiwa+Dr.+Soeharto+Heerdjan/@-6.1632727,106.785871,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f643f0339343:0x5ee17eed3c08ae12!8m2!3d-6.1632727!4d106.7884459!16s%2Fg%2F1tdk7h43","Bintang 4,4",309 ulasan
356,RS Hermina Daan Mogot,"https://www.google.com/maps/place/Rumah+Sakit+Hermina+Daan+Mogot/@-6.1528552,106.7096487,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f81a76d7d8a3:0x2632007eb29b1535!8m2!3d-6.1528552!4d106.7122236!16s%2Fg%2F1v3g6pkf","Bintang 4,5",3.838 ulasan
357,RS Jakarta Eye Center Kedoya,"https://www.google.com/maps/place/RS+Mata+JEC+@+Kedoya/@-6.1895967,106.7590232,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f71adf235345:0x959e3d73f81e4edd!8m2!3d-6.1895967!4d106.7615981!16s%2Fg%2F1hf04jlz9","Bintang 4,1",492 ulasan
358,RS Mitra Keluarga Kalideres,"https://www.google.com/maps/place/Rumah+Sakit+Mitra+Keluarga+Kalideres,+Kalideres,+Kec.+Kalideres,+Kota+Jakarta+Barat,+Daerah+Khusus+Ibukota+Jakarta/@-6.1496819,106.6996512,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f80d7d44bfe5:0xacbd1f780f5a5e95!8m2!3d-6.1496819!4d106.7022261!16s%2Fg%2F11rxpg2ysp",,
359,RS Pelni Petamburan,"https://www.google.com/maps/place/Poli+Bedah+RS.+PELNI+PETAMBURAN/@-6.1935988,106.8010653,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f697225f66f1:0xbc7e5f3b42963160!8m2!3d-6.1935988!4d106.8036402!16s%2Fg%2F11c1xpx20h","Bintang 5,0",2 ulasan
360,RS Pendidikan Ukrida,"https://www.google.com/maps/place/Rumah+Sakit+UKRIDA/@-6.1850692,106.7779047,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6fa6007013b:0xbb3449f363e2085c!8m2!3d-6.1850692!4d106.7804796!16s%2Fg%2F11fxb5s286","Bintang 4,5",480 ulasan
361,RS Siloam Kebon Jeruk,"https://www.google.com/maps/place/RS+Siloam+Kebon+Jeruk/@-6.19043,106.7604451,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f71b12442869:0xea006576d7a0a6d7!8m2!3d-6.19043!4d106.76302!16s%2Fg%2F11s7_43k5r","Bintang 4,1 1.752 Ulasan","Bintang 4,1 1.752 Ulasan"
362,RS Anggrek Mas,"https://www.google.com/maps/place/Rumah+Sakit+Anggrek+Mas/@-6.2030719,106.7700863,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f77befa80701:0x15b36be5b7c5e96!8m2!3d-6.2030719!4d106.7726612!16s%2Fg%2F1hm2hpfmb","Bintang 4,2",452 ulasan
363,RSIA Aries,"https://www.google.com/maps/search/rsia+aries/@-6.1566834,106.8054217,17z/data=!3m1!4b1","Bintang 3,0 4 Ulasan","Bintang 3,0 4 Ulasan"
364,RSIA Harapan Kita,"https://www.google.com/maps/place/Rumah+Sakit+Anak+dan+Bunda+Harapan+Kita/@-6.1847453,106.7964285,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f68c4d7a616f:0xd37fbe355b23e989!8m2!3d-6.1847453!4d106.7990034!16s%2Fg%2F1tsyxzgl","Bintang 4,0",744 ulasan
365,RSIA Ibnu Sina,"https://www.google.com/maps/place/Rumah+Sakit+Ibu+Dan+Anak+Ibnu+Sina/@-6.1603996,106.7935095,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f641c325eb75:0x5cef9d138cbc0f70!8m2!3d-6.1603996!4d106.7960844!16s%2Fg%2F1thszwtn","Bintang 3,2",157 ulasan
366,RSU Bhakti Mulia,"https://www.google.com/maps/place/Rumah+Sakit+Bhakti+Mulia/@-6.1995902,106.7980055,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6bdd0b75b6f:0x4f8673729717a346!8m2!3d-6.1995902!4d106.8005804!16s%2Fg%2F1td3_llx","Bintang 3,5",733 ulasan
367,RSU Graha Kedoya,"https://www.google.com/maps/place/RS+Grha+Kedoya/@-6.1683104,106.762354,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7b1fabb6ca1:0x8b7d935702cad2fa!8m2!3d-6.1683104!4d106.7649289!16s%2Fg%2F1hm4jzp3l","Bintang 3,9",1.105 ulasan
368,RSU Manuela,"https://www.google.com/maps/place/Rumah+Sakit+Manuela/@-6.150455,106.8232349,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5dda3d10fa1:0x824cd8628c5183e0!8m2!3d-6.150455!4d106.8258098!16s%2Fg%2F1tctzw0b","Bintang 4,6",5 ulasan
369,RSU Medika Permata Hijau,"https://www.google.com/maps/place/RS+Medika+Permata+Hijau/@-6.2181589,106.7753806,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6d337e73475:0xb9faada9a6820c15!8m2!3d-6.2181589!4d106.7779555!16s%2Fg%2F1tf457y1","Bintang 3,3",539 ulasan
370,RSU Patria Jakarta,"https://www.google.com/maps/place/Rumah+Sakit+Patria+IKKT/@-6.1970767,106.7901063,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6eaa33aa71d:0xefd0c10803160c38!8m2!3d-6.1970767!4d106.7926812!16s%2Fg%2F1td826fg","Bintang 3,2",325 ulasan
371,RSU Puri Indah,"https://www.google.com/maps/place/RS+Pondok+Indah+-+Puri+Indah/@-6.208428,106.7824432,15z/data=!4m6!3m5!1s0x2e69f77082ea44d1:0xe4d95b7f586bd2f!8m2!3d-6.1861896!4d106.735374!16s%2Fg%2F11g6x85g61","Bintang 4,8",2.249 ulasan
372,RSU Puri Mandiri Kedoya,"https://www.google.com/maps/place/Rumah+Sakit+Puri+Mandiri+Kedoya/@-6.1878588,106.758996,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f704d13104b1:0xb0560bfe98b7362f!8m2!3d-6.1878588!4d106.7615709!16s%2Fg%2F11t9rkkb9s","Bintang 3,9 1.105 Ulasan","Bintang 3,9 1.105 Ulasan"
373,RSU Royal Taruma,"https://www.google.com/maps/place/Rumah+Sakit+Royal+Taruma/@-6.1664004,106.7829354,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f644e19c78cb:0x8fb982f02d30f086!8m2!3d-6.1664004!4d106.7855103!16s%2Fg%2F1tf5b5j3","Bintang 3,7",822 ulasan
374,RSU Sumber Waras,"https://www.google.com/maps/place/Sumber+Waras/@-6.16626,106.7941851,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f66863bb792b:0xca9960ae9d76594c!8m2!3d-6.16626!4d106.79676!16s%2Fg%2F12nvp5_j0","Bintang 3,6",105 ulasan
375,RSUD Cempakaputih,"https://www.google.com/maps/place/RSUD+Cempaka+Putih/@-6.1847813,106.8698823,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4fa0a2a3acf:0xf77d3d8b6f8e68c6!8m2!3d-6.1847813!4d106.8724572!16s%2Fg%2F11bvvxbj7b","Bintang 3,6",316 ulasan
376,RSUD Joharbaru,"https://www.google.com/maps/place/Rumah+Sakit+Umum+Daerah+(RSUD)+Johar+Baru/@-6.1816368,106.8479014,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f44e9b78f54d:0xa5505213d0d80882!8m2!3d-6.1816368!4d106.8504763!16s%2Fg%2F11cltv7yhq","Bintang 3,8",317 ulasan
377,RSUD Tanahabang,"https://www.google.com/maps/place/RSUD+Tanah+Abang/@-6.208428,106.7824432,15z/data=!4m6!3m5!1s0x2e69f69c3466a949:0x4f5b96dbb4ccd163!8m2!3d-6.190887!4d106.814577!16s%2Fg%2F11c0xplmjv","Bintang 4,3",235 ulasan
378,RSUD Tarakan Jakarta,"https://www.google.com/maps/place/RSUD+Tarakan+Jakarta/@-6.1718315,106.8077452,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f67b8bbb878f:0x8fc8dd7f9440e9ad!8m2!3d-6.1718315!4d106.8103201!16s%2Fg%2F11bv_dh2b5","Bintang 3,6",1.489 ulasan
379,RS Abdi Waluyo,"https://www.google.com/maps/place/RS+Abdi+Waluyo/@-6.1898084,106.8267067,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f424cdf45ebf:0x9927c548ead1ba16!8m2!3d-6.1898084!4d106.8292816!16s%2Fg%2F1tf04skq","Bintang 4,4",1.164 ulasan
380,RS Bina Estetika,"https://www.google.com/maps/place/RS+Bina+Estetika/@-6.1996312,106.8349365,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4144e5ba63b:0xc23758d5ac171d00!8m2!3d-6.1996312!4d106.8375114!16s%2Fg%2F1tt7j8h9","Bintang 4,4",50 ulasan
381,RS Dharma Jaya,"https://www.google.com/maps/search/rs+dharma+jaya/@-6.225262,106.7417809,12z/data=!3m1!4b1","Bintang 2,5 2 Ulasan","Bintang 2,5 2 Ulasan"
382,RS Dharma Sakti,"https://www.google.com/maps/place/Rumah+Sakit+Jiwa+Dharma+Sakti/@-6.1684609,106.8126903,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f67858d3d93d:0x3e1060a9343326b!8m2!3d-6.1684609!4d106.8152652!16s%2Fg%2F11t9rkjsh2","Bintang 4,4 309 Ulasan","Bintang 4,4 309 Ulasan"
383,RS FKG Universitas Indonesia,"https://www.google.com/maps/place/RS+Khusus+Gigi+%26+Mulut+FKG+UI/@-6.194311,106.8461242,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f442387e4591:0x94c2d9b5f27112d3!8m2!3d-6.194311!4d106.8486991!16s%2Fg%2F11cn0sncr1","Bintang 4,3",166 ulasan
384,RS Islam Jakarta,"https://www.google.com/maps/place/RS+Islam+Jakarta+Pondok+Kopi/@-6.2205677,106.9382226,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698de8303aec77:0x4859daa6b0f710f5!8m2!3d-6.2205677!4d106.9407975!16s%2Fg%2F11tp9mkx4g","Bintang 3,9",98 ulasan
385,RS Jakarta Eye Center Menteng,"https://www.google.com/maps/place/RS+Mata+JEC+@+Menteng/@-6.198529,106.8342651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f415ca31d519:0xbe010684f59d3f27!8m2!3d-6.198529!4d106.83684!16s%2Fg%2F1tgqfvb7","Bintang 4,0",434 ulasan
386,RS Kramat Lima,"https://www.google.com/maps/search/rs+kramat+lima/@-6.1865649,106.8423743,18z/data=!3m1!4b1","Bintang 3,9 273 Ulasan","Bintang 3,9 273 Ulasan"
387,RS Kramat 128,"https://www.google.com/maps/place/Rumah+Sakit+Kramat+128/@-6.1855402,106.841513,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f448635d0a77:0x9ddcb6e839278109!8m2!3d-6.1855402!4d106.8440879!16s%2Fg%2F1tgl6bc3","Bintang 3,9",273 ulasan
388,RS Menteng Mitra Afia,"https://www.google.com/maps/place/Rumah+Sakit+Menteng+Mitra+Afia/@-6.1868957,106.83574,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f439e803cd01:0xfac704b78f0e676b!8m2!3d-6.1868957!4d106.8383149!16s%2Fg%2F1vlnt14k","Bintang 3,6",246 ulasan
389,RS Mitra Keluarga Kemayoran,"https://www.google.com/maps/place/Rumah+Sakit+Mitra+Keluarga+Kemayoran/@-6.1519598,106.8559248,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f37929088ef1:0xde69af9ea384d83!8m2!3d-6.1519598!4d106.8584997!16s%2Fg%2F1hc4p45lq","Bintang 4,0",1.117 ulasan
390,RS Murni Teguh Sudirman,"https://www.google.com/maps/place/RS+Murni+Teguh+Sudirman+Jakarta+(MTSJ)/@-6.2095398,106.8168955,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f402f5d10e57:0x7786f1f781d0ccfe!8m2!3d-6.2095398!4d106.8194704!16s%2Fg%2F11hz6kqfnw","Bintang 4,0",209 ulasan
391,RS Panti Raharja,"https://www.google.com/maps/place/Rs+Panti+Raharja/@-6.195209,106.8325161,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f43dddf46fe9:0x1d0e6cc3677d706f!8m2!3d-6.195209!4d106.835091!16s%2Fg%2F11pyt5811l","Bintang 5,0 1 Ulasan","Bintang 5,0 1 Ulasan"
392,RS Pertamina Jaya,"https://www.google.com/maps/place/Rumah+Sakit+Pertamina+Jaya/@-6.1732937,106.8736188,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f502c8eaa31f:0xc935a2a18e3bc0a2!8m2!3d-6.1732937!4d106.8761937!16s%2Fg%2F1tj5tbl5","Bintang 4,0",369 ulasan
393,RS Primaya Evasari,"https://www.google.com/maps/place/Primaya+Hospital+Evasari/@-6.1935465,106.8572092,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f45e656f0929:0x179deac1677c5fab!8m2!3d-6.1935465!4d106.8597841!16s%2Fg%2F1w8g3hsy","Bintang 4,2",671 ulasan
394,RS Prof. dr. Nizar,"https://www.google.com/maps/place/KPJ+Sentosa+KL+Specialist+Hospital/@3.1708704,101.6945788,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc48229b87f67b:0x5093028faadba857!8m2!3d3.1708704!4d101.6971537!16s%2Fg%2F1tg_ckg8","Bintang 3,8",282 ulasan
395,RS Proklamasi,"https://www.google.com/maps/search/rs+proklamasi/@-6.2084024,106.6279276,11z/data=!3m1!4b1","Bintang 3,9 371 Ulasan","Bintang 3,9 371 Ulasan"
396,RS Radjak Salemba,"https://www.google.com/maps/place/Radjak+Hospital+Salemba/@-6.1936839,106.8495195,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f442df1ec973:0x16ca1e440604fb9f!8m2!3d-6.1936839!4d106.8520944!16s%2Fg%2F1td8wjyb","Bintang 3,9",1.202 ulasan
397,RS RE. Martadinata,"https://www.google.com/maps/search/RS+di+dekat+Jalan+R.+E.+Martadinata,+RT.6%2FRW.4,+Ancol,+Jakarta+Utara,+Daerah+Khusus+Ibukota+Jakarta/@-6.208428,106.7824432,15z","Bintang 5,0 4 Ulasan","Bintang 5,0 4 Ulasan"
398,RS Sahid Sahirman,"https://www.google.com/maps/search/rs+sahid+sahirman/@-6.2098207,106.8165025,17z/data=!3m1!4b1","Bintang 4,7 378 Ulasan","Bintang 4,7 378 Ulasan"
399,RS Salemba Satu,"https://www.google.com/maps/place/Rumah+Sakit+THT+dan+Orthopedi+SS+MEDIKA/@-6.1990958,106.8481028,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f468fce9926b:0x5988a81c583a7c20!8m2!3d-6.1990958!4d106.8506777!16s%2Fg%2F1pzrn4qz6","Bintang 4,4",166 ulasan
400,RS Yarsi Jakarta,"https://www.google.com/maps/place/Rumah+Sakit+YARSI/@-6.1697669,106.8667308,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f506cb30e2d5:0x6d00e73a329090bd!8m2!3d-6.1697669!4d106.8693057!16s%2Fg%2F11f3r6p9m0","Bintang 4,5",621 ulasan
401,RSIA Angkasa,"https://www.google.com/maps/place/Rsb.+Angkasa/@-6.1801605,106.8170821,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f42a414986af:0x88292697dfce766d!8m2!3d-6.1801605!4d106.819657!16s%2Fg%2F1tndgqyl","Bintang 4,2 596 Ulasan","Bintang 4,2 596 Ulasan"
402,RSIA Berkat Ibu,"https://www.google.com/maps/place/ATM+BNI+RSIA+BERKAT+IBU/@-6.1873547,106.8438092,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4466cf99f23:0xc4cd33691d42d975!8m2!3d-6.1873547!4d106.8463841!16s%2Fg%2F11b5w6jl_t","Bintang 1,0",1 ulasan
403,RSIA Budi Kemuliaan,"https://www.google.com/maps/search/rsia+budi+kemuliaan/@-6.2084263,106.751543,13z/data=!3m1!4b1","Bintang 4,1 16 Ulasan","Bintang 4,1 16 Ulasan"
404,RSIA Tambak,"https://www.google.com/maps/place/RSIA+TAMBAK/@-6.2062368,106.8459016,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f471e271af7f:0x3ff7609fd25a030d!8m2!3d-6.2062368!4d106.8484765!16s%2Fg%2F1tdhpfpt","Bintang 4,3",316 ulasan
405,RSIA YPK Mandiri,"https://www.google.com/maps/place/Rumah+Sakit+YPK+Mandiri/@-6.1913687,106.8253281,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4249ed5bcb9:0xa2adf75b650fcba0!8m2!3d-6.1913687!4d106.827903!16s%2Fg%2F1v_swrhl","Bintang 4,0",263 ulasan
406,RSUD Jagakarsa,"https://www.google.com/maps/place/Rsud.+Jagakarsa,+Jagakarsa,+Kec.+Jagakarsa,+Kota+Jakarta+Selatan,+Daerah+Khusus+Ibukota+Jakarta/@-6.3160208,106.809307,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69ee0c0ca9b0c5:0x2e23fed9370c95dc!8m2!3d-6.3160208!4d106.8118819!16s%2Fg%2F11rxpfy8xy",,
407,RSUD Jati Padang,"https://www.google.com/maps/place/RSUD+Jati+Padang/@-6.2855433,106.8396894,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f26cd9af14b7:0xcdeb88d598432e41!8m2!3d-6.2855433!4d106.8422643!16s%2Fg%2F11dfgqvsq4","Bintang 4,1",274 ulasan
408,RSUD Kebayoran Baru,"https://www.google.com/maps/place/RSUD+Kebayoran+Baru/@-6.2655199,106.7960926,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f199141d3c83:0x591748d8b4a725d5!8m2!3d-6.2655199!4d106.7986675!16s%2Fg%2F11fxz6v0kr","Bintang 4,1",418 ulasan
409,RSUD Kebayoran Lama,"https://www.google.com/maps/place/RSUD+Kebayoran+Lama/@-6.2487219,106.783051,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f111d2af9047:0x61443121fa3b37e9!8m2!3d-6.2487219!4d106.7856259!16s%2Fg%2F11c0xm_g43","Bintang 4,7",686 ulasan
410,RSUD Mampang Prapatan,"https://www.google.com/maps/place/RSUD+Mampang+Prapatan/@-6.2405762,106.8243309,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3e2c7747071:0xca9f8ee4f36e42f9!8m2!3d-6.2405762!4d106.8269058!16s%2Fg%2F11fpv8b8jm","Bintang 3,8",300 ulasan
411,RSUD Pesanggrahan,"https://www.google.com/maps/place/RSUD+Pesanggrahan/@-6.258125,106.7542631,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f0f7bb07562f:0xbb60a3ce9475a2bd!8m2!3d-6.258125!4d106.756838!16s%2Fg%2F1hm4xxfwg","Bintang 3,7",532 ulasan
412,RSUD Tebet,"https://www.google.com/maps/place/RSUD+TEBET/@-6.2316972,106.844064,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f393f9740807:0x6698075ec2714966!8m2!3d-6.2316972!4d106.8466389!16s%2Fg%2F11f2w9vbzg","Bintang 3,2",409 ulasan
413,RS Agung,"https://www.google.com/maps/place/Rumah+Sakit+Agung/@-6.2091019,106.843846,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4717dde35b1:0xf41e95fb9d4bef00!8m2!3d-6.2091019!4d106.8464209!16s%2Fg%2F1tdql22f","Bintang 3,0",422 ulasan
414,RS Ali Sibroh Malisi,"https://www.google.com/maps/place/Rumah+Sakit+Ali+Sibroh+Malisi/@-6.3447513,106.8113011,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69ee86632e7c4f:0x7a985519de6a2e14!8m2!3d-6.3447513!4d106.813876!16s%2Fg%2F1pzxrk2vl","Bintang 3,4",381 ulasan
415,RS Aulia Jakarta,"https://www.google.com/maps/search/rs+aulia+jakarta/@-6.3315821,106.8234635,17z/data=!3m1!4b1","Bintang 4,5 2.262 Ulasan","Bintang 4,5 2.262 Ulasan"
416,RS Avisena,"https://www.google.com/maps/search/rs+avisena/@-6.2084024,106.6279276,11z/data=!3m1!4b1","Bintang 4,1 75 Ulasan","Bintang 4,1 75 Ulasan"
417,RS Bhayangkara Sespimma,"https://www.google.com/maps/place/Rs.Bhayangkara+Sespimma+Polri/@-6.2890101,106.7679326,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f1a91470d779:0x65032984964f954f!8m2!3d-6.2890101!4d106.7705075!16s%2Fg%2F11h874f4cc","Bintang 3,7",3 ulasan
418,RS Brawijaya Duren Tiga,"https://www.google.com/maps/place/Brawijaya+Hospital+Duren+Tiga/@-6.2533269,106.8385448,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3ca0ec73305:0x7431ae77aa6c3b39!8m2!3d-6.2533269!4d106.8411197!16s%2Fg%2F1tkrcbbs","Bintang 4,1",369 ulasan
419,RS Brawijaya Jakarta,"https://www.google.com/maps/place/BRAWIJAYA+HOSPITAL+SAHARJO/@-6.2245768,106.8453357,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3215b75cf25:0xe1fecf66ecaccfe9!8m2!3d-6.2245768!4d106.8479106!16s%2Fg%2F11h70vd820","Bintang 4,6",1.613 ulasan
420,RS Dharmawangsa,"https://www.google.com/maps/place/Sanatorium+Dharmawangsa/@-6.2551195,106.8000453,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f176de42e84f:0x1e0b5ed407442b7e!8m2!3d-6.2551195!4d106.8026202!16s%2Fg%2F11b7wn16j9","Bintang 3,5",53 ulasan
421,RS dr. Suyoto Pusrehab Kemhan,"https://www.google.com/maps/place/Rs+Dokter+Suyoto+Pusrehab+Kemhan/@-6.2686839,106.7636885,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f052475266eb:0x82aebf3d5275ddcb!8m2!3d-6.2686839!4d106.7662634!16s%2Fg%2F11lj83zd30","Bintang 3,9",15 ulasan
422,RS Gandaria,"https://www.google.com/maps/place/Rumah+Sakit+Gandaria/@-6.2440131,106.7880871,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f113886ef34d:0x910529dc0f0848c!8m2!3d-6.2440131!4d106.790662!16s%2Fg%2F1hm316zcm","Bintang 3,4",201 ulasan
423,RS Halimun,"https://www.google.com/maps/place/RS.+KHUSUS+BEDAH+HALIMUN+(IGD+24+JAM)/@-6.2063092,106.8313303,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f40e25919c53:0xc72115dfa2b124fb!8m2!3d-6.2063092!4d106.8339052!16s%2Fg%2F1tg98290","Bintang 4,6",65 ulasan
424,RS Harapan Kartini,"https://www.google.com/maps/search/rs+harapan+kartini/@-6.2856177,106.8145507,17z/data=!3m1!4b1","Bintang 1,0 1 Ulasan","Bintang 1,0 1 Ulasan"
425,RS Indah Medika,"https://www.google.com/maps/place/Rumah+Sakit+Indah+Medika/@-6.229464,106.8456641,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f39177038361:0xdc4b77163cf1d474!8m2!3d-6.229464!4d106.848239!16s%2Fg%2F11s61xphq1","Bintang 4,7 1.665 Ulasan","Bintang 4,7 1.665 Ulasan"
426,RS Jakarta,"https://www.google.com/maps/search/rs+jakarta/@-6.2084263,106.751543,13z/data=!3m1!4b1","Bintang 4,0 730 Ulasan","Bintang 4,0 730 Ulasan"
427,RS Jakarta Medical Center,"https://www.google.com/maps/place/Rumah+Sakit+Jakarta+Medical+Center+(JMC)/@-6.2713995,106.8276896,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f21972d00baf:0x5cd0cfb63a2d5c7a!8m2!3d-6.2713995!4d106.8302645!16s%2Fg%2F1tl_1g_8","Bintang 4,2",791 ulasan
