,name,url,stars,count_reviews
166,Halte Busway Danau Agung,"https://www.google.com/maps/place/Danau+Agung/@-6.14687,106.8554751,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f59b73c72211:0x9cbd5906ae429af8!8m2!3d-6.14687!4d106.85805!16s%2Fg%2F11bt_c9x65","Bintang 4,1",18 ulasan
167,Halte Busway Departemen Kesehatan,"https://www.google.com/maps/place/Departemen+Kesehatan/@-6.22829,106.8307651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3ee483832fd:0xf34a1a1a18fb315e!8m2!3d-6.22829!4d106.83334!16s%2Fg%2F11bt_ckg7m","Bintang 4,0",63 ulasan
168,Halte Busway Departemen Pertanian,"https://www.google.com/maps/place/Departemen+Pertanian/@-6.29459,106.8195651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69edff698fe44f:0xd714d286c637cfd7!8m2!3d-6.29459!4d106.82214!16s%2Fg%2F11bwf5xgvs","Bintang 4,3",107 ulasan
169,Halte Busway Deplu,"https://www.google.com/maps/place/Deplu/@-6.1734974,106.8321304,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5cc6297899f:0x97ffaa36da646ba9!8m2!3d-6.1734974!4d106.8347053!16s%2Fg%2F1hc1tltbt","Bintang 4,3",10 ulasan
170,Halte Busway Dispenda Samsat Barat,"https://www.google.com/maps/place/Dispenda+Samsat+Barat/@-6.1546121,106.7355053,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7ec33471f3b:0x88d4cb10ba7cff8!8m2!3d-6.1546121!4d106.7380802!16s%2Fg%2F12nvp8xrl","Bintang 4,1",92 ulasan
171,Halte Busway Dukuh Atas 1,"https://www.google.com/maps/place/Dukuh+Atas+1/@-6.208428,106.7824432,15z/data=!4m6!3m5!1s0x2e69f41ceb336ed9:0x5c66bd497e294a09!8m2!3d-6.2056945!4d106.822272!16s%2Fg%2F11bwf1_630","Bintang 4,5",228 ulasan
172,Halte Busway Duren Tiga,"https://www.google.com/maps/place/Halte+Busway+Duren+Tiga/@-6.2519478,106.8243338,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f34eebdbbb87:0x2857ad96d04c3976!8m2!3d-6.2519478!4d106.8269087!16s%2Fg%2F11grbtsbjs","Bintang 4,4",14 ulasan
173,Halte Busway Duri Kepa,"https://www.google.com/maps/place/Halte+Transjakarta+Duri+Kepa/@-6.1855168,106.7659337,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7ac24b130c9:0xd9a78a243399cb38!8m2!3d-6.1855168!4d106.7685086!16s%2Fg%2F11h0vtfkzc","Bintang 4,6",28 ulasan
174,Halte Busway Enggano,"https://www.google.com/maps/place/Enggano/@-6.1101326,106.8898505,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1f945a3c5abd:0x7e2a8b168779cf05!8m2!3d-6.1101326!4d106.8924254!16s%2Fg%2F11bwf44fg3","Bintang 4,3",91 ulasan
175,Halte Busway Flyover Jatinegara,"https://www.google.com/maps/place/Flyover+Jatinegara/@-6.2151586,106.8713174,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f482878781ff:0xa3c8ded1f930edcc!8m2!3d-6.2151586!4d106.8738923!16s%2Fg%2F11bwd_fjhm","Bintang 4,1",10 ulasan
176,Halte Busway Flyover Klender,"https://www.google.com/maps/place/Halte+Busway+Flyover+Klender/@-6.2135816,106.900085,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f58ca6c18cb3:0x3767b7817f1eb196!8m2!3d-6.2135816!4d106.9026599!16s%2Fg%2F11sfhjv1hy","Bintang 5,0",3 ulasan
177,Halte Busway Flyover Raden Inten,"https://www.google.com/maps/place/Flyover+Radin+Inten/@-6.2159501,106.9217428,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698ca7d74916ab:0x4804728b5d584d1e!8m2!3d-6.2159501!4d106.9243177!16s%2Fg%2F11bc87w8h3","Bintang 4,4",47 ulasan
178,Halte Busway Flyover Raya Bogor,"https://www.google.com/maps/place/Halte+Busway+Flyover+Raya+Bogor/@-6.208428,106.7824432,15z/data=!4m6!3m5!1s0x2e698b6c27f718ef:0xca09f770075f9c9d!8m2!3d-6.1980475!4d106.943921!16s%2Fg%2F1pzwwmdsl","Bintang 2,2",25 ulasan
179,Halte Busway GOR Sumantri,"https://www.google.com/maps/place/GOR+Sumantri/@-6.2210012,106.8292792,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3f718a8cc15:0xb6bf2b365f0126da!8m2!3d-6.2210012!4d106.8318541!16s%2Fg%2F1hc2gslvs","Bintang 4,1",66 ulasan
180,Halte Busway Galur,"https://www.google.com/maps/place/Halte+Busway+Galur+Arah+Pulogadung/@-6.1741436,106.8522304,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5ad40790419:0xc27852b5d7be75d9!8m2!3d-6.1741436!4d106.8548053!16s%2Fg%2F11gbty43d5","Bintang 4,6",44 ulasan
181,Halte Busway Gambir 1,"https://www.google.com/maps/place/Gambir+1/@-6.1745733,106.8277946,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5cd657b58ff:0x82ff8b4cf7e4af95!8m2!3d-6.1745733!4d106.8303695!16s%2Fg%2F1q5jtm620","Bintang 4,2",56 ulasan
182,Halte Busway Gambir 2,"https://www.google.com/maps/place/Gambir+2/@-6.17893,106.8284851,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f43260772f55:0xde38780db49d6e9c!8m2!3d-6.17893!4d106.83106!16s%2Fg%2F1s0614kt9","Bintang 4,5",79 ulasan
183,Halte Busway Garuda Taman Mini,"https://www.google.com/maps/place/Garuda+Taman+Mini/@-6.2901606,106.8785878,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f29bb86d8bd9:0xdd1e78f1c30ed8c8!8m2!3d-6.2901606!4d106.8811627!16s%2Fg%2F11bwdr7xn6","Bintang 4,6",148 ulasan
184,Halte Busway Gatot Subroto Jamsostek,"https://www.google.com/maps/place/Gatot+Subroto+Jamsostek+Arah+Timur/@-6.2325848,106.8190251,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3e15af6db49:0x158229322e221ffa!8m2!3d-6.2325848!4d106.8216!16s%2Fg%2F11b7rhd05c","Bintang 3,9",54 ulasan
185,Halte Busway Gatot Subroto LIPI,"https://www.google.com/maps/place/Halte+Transjakarta+Gatot+Subroto+Lipi/@-6.2267718,106.8152369,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f157f24bd13f:0x3baca8e27aeac696!8m2!3d-6.2267718!4d106.8178118!16s%2Fg%2F11b7rp2q99","Bintang 4,3",51 ulasan
186,Halte Busway Gedong Panjang,"https://www.google.com/maps/place/Halte+Busway+Gedong+Panjang/@-6.1326323,106.803378,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1df090449983:0xf6f1b13064a4f563!8m2!3d-6.1326323!4d106.8059529!16s%2Fg%2F11fkn0_g_x","Bintang 4,6",12 ulasan
187,Halte Busway Gelanggang Remaja,"https://www.google.com/maps/place/Gelanggang+Remaja/@-6.2353766,106.8653586,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f37520b78b9d:0x4e4c2eb250b1e0d!8m2!3d-6.2353766!4d106.8679335!16s%2Fg%2F1hc1l83m2","Bintang 4,2",30 ulasan
188,Halte Busway Gelora Bung Karno,"https://www.google.com/maps/place/Gelora+Bung+Karno/@-6.2242306,106.8032171,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f14e1f692709:0xe90a2777cf122ae!8m2!3d-6.2242306!4d106.805792!16s%2Fg%2F11bc7q7y38","Bintang 4,6",572 ulasan
189,Halte Busway Glodok,"https://www.google.com/maps/place/Glodok/@-6.14341,106.8125551,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f607b7e16861:0xbfa4e5e85653696d!8m2!3d-6.14341!4d106.81513!16s%2Fg%2F122sgcl6","Bintang 4,4",102 ulasan
190,Halte Busway Grogol 1,"https://www.google.com/maps/place/Grogol+1/@-6.1668132,106.7870674,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6434845e813:0xaafeb63127277119!8m2!3d-6.1668132!4d106.7896423!16s%2Fg%2F1z2cry2lh","Bintang 4,2",139 ulasan
191,Halte Busway Grogol 2,"https://www.google.com/maps/place/Grogol+2/@-6.1671539,106.7855059,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f644ad017b47:0x879a871d7bae26a6!8m2!3d-6.1671539!4d106.7880808!16s%2Fg%2F1hc3_9n42","Bintang 3,8",42 ulasan
192,Halte Busway Gunung Sahari Mangga Dua,"https://www.google.com/maps/search/halte+busway+gunung+sahari+mangga+dua/@-6.1364863,106.8240311,16z/data=!3m1!4b1","Bintang 4,3 31 Ulasan","Bintang 4,3 31 Ulasan"
193,Halte Busway Halimun,"https://www.google.com/maps/place/Halte+Busway+Halimun/@-6.2051146,106.8307955,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f55195c53745:0xea05307fb3bc4bb3!8m2!3d-6.2051146!4d106.8333704!16s%2Fg%2F11fn6z8vpt","Bintang 4,6",62 ulasan
194,Halte Busway Harmoni Sentral,"https://www.google.com/maps/place/Halte+busway+harmoni/@-6.1658067,106.8175986,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f572e3fcf197:0x8e7b00b203d0b789!8m2!3d-6.1658067!4d106.8201735!16s%2Fg%2F11fnxc499r","Bintang 4,2",188 ulasan
195,Halte Busway Imigrasi Jakarta Selatan,"https://www.google.com/maps/place/Imigrasi/@-6.2569383,106.8255124,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3d2ea8978e5:0xbe9314de594b2036!8m2!3d-6.2569383!4d106.8280873!16s%2Fg%2F11bc87pd80","Bintang 4,4",38 ulasan
196,Halte Busway Imigrasi Jakarta Timur,"https://www.google.com/maps/place/Imigrasi+Jakarta+Timur/@-6.2146326,106.8797826,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f49de4840fe7:0x4a5a012a1c29714c!8m2!3d-6.2146326!4d106.8823575!16s%2Fg%2F11bwf06zt1","Bintang 4,6",33 ulasan
197,Halte Busway Indosiar,"https://www.google.com/maps/place/Indosiar/@-6.16338,106.7725651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f8171f6ef1e1:0x8a8b8984e86c8e0!8m2!3d-6.16338!4d106.77514!16s%2Fg%2F1hc0wtfkm","Bintang 4,1",191 ulasan
198,Halte Busway Istiqlal,"https://www.google.com/maps/place/Istiqlal/@-6.17225,106.8283351,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5cdea59955d:0x933c28693030428b!8m2!3d-6.17225!4d106.83091!16s%2Fg%2F1s05xdj7x","Bintang 4,6",81 ulasan
199,Halte Busway JORR,"https://www.google.com/maps/place/Halte+Transjakarta+JORR/@-6.2360723,106.7524157,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f1ece06bba89:0x51f54ef727a29296!8m2!3d-6.2360723!4d106.7549906!16s%2Fg%2F11cmrvgfyr","Bintang 4,3",3 ulasan
200,Halte Busway Jakarta,"https://www.google.com/maps/place/Halte+Busway+Jakarta+Kota/@-6.1368926,106.8122883,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f70ffe0f59b5:0xc4c71243c2a77f57!8m2!3d-6.1368926!4d106.8148632!16s%2Fg%2F11h91kvfgb","Bintang 4,5",20 ulasan
201,Halte Busway Jati Padang,"https://www.google.com/maps/search/halte+busway+jati+padang/@-6.2881969,106.8223903,17z/data=!3m1!4b1","Bintang 3,9 57 Ulasan","Bintang 3,9 57 Ulasan"
202,Halte Busway Jatinegara RS Premier,"https://www.google.com/maps/place/Halte+busway+jatinegara+rs.+Premier+pintu+arah+cawang/@-6.2220062,106.8656116,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f37c4e304d15:0x487e4e65119ed9bd!8m2!3d-6.2220062!4d106.8681865!16s%2Fg%2F11h8cc1v1y","Bintang 5,0",1 ulasan
203,Halte Busway Jelambar,"https://www.google.com/maps/place/Jelambar/@-6.16655,106.7839251,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6455dfdbeaf:0xa902f4d34bd7493a!8m2!3d-6.16655!4d106.7865!16s%2Fg%2F12nvpnvvm","Bintang 3,9",79 ulasan
204,Halte Busway Jembatan Baru,"https://www.google.com/maps/place/Jembatan+Baru/@-6.154803,106.7277932,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7f23089e915:0xccdb53ab847bfa2f!8m2!3d-6.154803!4d106.7303681!16s%2Fg%2F1hc2mc2dg","Bintang 4,4",100 ulasan
205,Halte Busway Jembatan Besi,"https://www.google.com/maps/place/Jembatan+Besi/@-6.1520182,106.7923388,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f615fd27cd01:0x33e7a174d86a5553!8m2!3d-6.1520182!4d106.7949137!16s%2Fg%2F11bccb4x2r","Bintang 4,1",59 ulasan
206,Halte Busway Jembatan Dua,"https://www.google.com/maps/place/Jembatan+Dua/@-6.14328,106.7909451,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6227201ffb5:0x3e2dd31d5f71d07c!8m2!3d-6.14328!4d106.79352!16s%2Fg%2F11btrgfb80","Bintang 4,0",35 ulasan
207,Halte Busway Jembatan Gantung,"https://www.google.com/maps/place/Jembatan+Gantung/@-6.1554966,106.7468693,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7c1b1dfeacd:0x7fdc8256f0ed4e7f!8m2!3d-6.1554966!4d106.7494442!16s%2Fg%2F12nvpzl1r","Bintang 4,2",146 ulasan
208,Halte Busway Jembatan Merah,"https://www.google.com/maps/place/Jembatan+Merah/@-6.1467103,106.8317052,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5ee6b2dfd3b:0x8c79e870d8cc6919!8m2!3d-6.1467103!4d106.8342801!16s%2Fg%2F11r8d_rv4","Bintang 4,6",42 ulasan
209,Halte Busway Jembatan Tiga,"https://www.google.com/maps/place/Jembatan+Tiga/@-6.1333618,106.7900753,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1d8b17db72f3:0x9837f5dbc304cff0!8m2!3d-6.1333618!4d106.7926502!16s%2Fg%2F11bcc93gd8","Bintang 3,6",33 ulasan
210,Halte Busway Juanda,"https://www.google.com/maps/place/Halte+Transjakarta+Juanda/@-6.1679653,106.8279045,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5cfc7d44827:0x909a3a23dea13c95!8m2!3d-6.1679653!4d106.8304794!16s%2Fg%2F11d_23m7xj","Bintang 4,5",1.212 ulasan
211,Halte Busway Kali Besar Barat,"https://www.google.com/maps/place/Kali+Besar+Barat/@-6.1354882,106.8087136,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1df8b1a084a9:0xd43d8de4b87cc80f!8m2!3d-6.1354882!4d106.8112885!16s%2Fg%2F11b7sk0p3x","Bintang 4,5",57 ulasan
212,Halte Busway Kampung Melayu,"https://www.google.com/maps/place/Kampung+Melayu/@-6.2246731,106.8641557,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f378440aaacf:0x2fb8f1a6cd6cd67d!8m2!3d-6.2246731!4d106.8667306!16s%2Fg%2F11cp5gxl9h","Bintang 4,0",387 ulasan
213,Halte Busway Kampung Sumur,"https://www.google.com/maps/place/Kampung+Sumur/@-6.21441,106.9093051,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4aaa9e2ad4b:0x56c61f914dae421a!8m2!3d-6.21441!4d106.91188!16s%2Fg%2F11bwdy56tf","Bintang 4,0",46 ulasan
214,Halte Busway Karet Kuningan,"https://www.google.com/maps/search/halte+busway+karet+kuningan/@-6.2148599,106.8150652,15z/data=!3m1!4b1","Bintang 4,3 19 Ulasan","Bintang 4,3 19 Ulasan"
215,Halte Busway Karet Sudirman,"https://www.google.com/maps/place/HALTE+BUSWAY+KARET+SUDIRMAN/@-6.2193576,106.8114297,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f105bbe583c5:0xf141645d9c321b9c!8m2!3d-6.2193576!4d106.8140046!16s%2Fg%2F11k3rkx1pf","Bintang 4,7",3 ulasan
216,Halte Busway Kayu Putih Rawasari,"https://www.google.com/maps/place/Kayu+Putih+Rawasari/@-6.1874765,106.8728253,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4f0355b8237:0x29c0778f023a2102!8m2!3d-6.1874765!4d106.8754002!16s%2Fg%2F11bwf0zkng","Bintang 4,3",4 ulasan
217,Halte Busway Kebayoran Lama,"https://www.google.com/maps/place/Halte+Busway+Kebayoran+Lama+Icon+Neo/@-6.2383454,106.7753745,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f189399c140f:0x564b9e29e15f8ac8!8m2!3d-6.2383454!4d106.7779494!16s%2Fg%2F11txt3qh7n",,
218,Halte Busway Kebayoran Lama Bungur,"https://www.google.com/maps/place/Halte+Busway+Bungur/@-6.2547555,106.7793734,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f110b2842ef1:0xd9cc9d153fc9994e!8m2!3d-6.2547555!4d106.7819483!16s%2Fg%2F11h6g4r2b2","Bintang 4,5",4 ulasan
219,Halte Busway Kebon Jeruk,"https://www.google.com/maps/place/Halte+Busway+Kebon+Jeruk+1/@-6.1943248,106.7663022,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f77ede4f9913:0x960bda7b5837782a!8m2!3d-6.1943248!4d106.7688771!16s%2Fg%2F11hqrzsz1s","Bintang 4,3",6 ulasan
220,Halte Busway Kebon Pala,"https://www.google.com/maps/dir/Slipi+Petamburan,+Tanah+Abang,+Kota+Jakarta+Pusat,+10260/Matraman+Baru,+RT.1%2FRW.6,+Bali+Mester,+Jatinegara,+Kota+Jakarta+Timur,+13320/@-6.2217327,106.7933463,13z/data=!3m1!4b1!4m13!4m12!1m5!1m1!1s0x2e69f6bea7a999c3:0x62a7fa5844833b58!2m2!1d106.79987!2d-6.20197!1m5!1m1!1s0x2e69f47ee4a35c85:0x63bac808e45816d2!2m2!1d106.8611635!2d-6.2128733",,
221,Halte Busway Kedoya Assiddiqiyah,"https://www.google.com/maps/place/Kedoya+Assiddiqiyah/@-6.1745,106.7632751,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7abc1f980cf:0x494a56965f114b1c!8m2!3d-6.1745!4d106.76585!16s%2Fg%2F11b7r_wy_p","Bintang 4,3",27 ulasan
222,Halte Busway Kedoya Green Garden,"https://www.google.com/maps/place/Kedoya+Green+Garden/@-6.16444,106.7604351,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7b11594d117:0x8f9f792ba53f7310!8m2!3d-6.16444!4d106.76301!16s%2Fg%2F11bccbgx4r","Bintang 4,4",66 ulasan
223,Halte Busway Kelapa Dua Sasak,"https://www.google.com/maps/place/Kelapa+Dua+Sasak/@-6.208428,106.7824432,15z/data=!4m6!3m5!1s0x2e69f7276e742861:0x75080fde054163b2!8m2!3d-6.2055304!4d106.7695351!16s%2Fg%2F11btrjyvkm","Bintang 4,2",77 ulasan
224,Halte Busway Kemayoran Landas Pacu Timur,"https://www.google.com/maps/place/Kemayoran+Landas+Pacu+Timur/@-6.15218,106.8516651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f599ce9a3193:0x3d756b5cea66f700!8m2!3d-6.15218!4d106.85424!16s%2Fg%2F11bt_8fhw5","Bintang 4,5",63 ulasan
225,Halte Busway Kramat Sentiong NU,"https://www.google.com/maps/place/Expedition+Nusantara/@-6.1862843,106.847596,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f57b86dd23c7:0xc39c659cc87e6927!8m2!3d-6.1862843!4d106.8501709!16s%2Fg%2F11gmx9372p","Bintang 4,9",13 ulasan
226,Halte Busway Kuningan Barat,"https://www.google.com/maps/search/halte+busway+kuningan+barat/@-6.2084263,106.751543,13z/data=!3m1!4b1",,
227,Halte Busway Kuningan Madya,"https://www.google.com/maps/place/Kuningan+Madya+Aini/@-6.21266,106.8278451,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f408b91f22db:0x6c8bc76232b39ab0!8m2!3d-6.21266!4d106.83042!16s%2Fg%2F11bt_8fhx0","Bintang 4,2",44 ulasan
228,Halte Busway Kuningan Timur,"https://www.google.com/maps/place/Halte+Busway+Kuningan+Timur/@-6.234819,106.826517,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3e7b87e7ee1:0xb0491bda89d32526!8m2!3d-6.234819!4d106.8290919!16s%2Fg%2F1hc4q0wn6","Bintang 4,0",103 ulasan
229,Halte Busway Kwitang,"https://www.google.com/maps/place/Kwitang/@-6.1810686,106.8361184,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4367fe5a229:0x5c5e349cb4304314!8m2!3d-6.1810686!4d106.8386933!16s%2Fg%2F1s05z06j1","Bintang 4,4",57 ulasan
230,Halte Busway Latuharhari,"https://www.google.com/maps/place/Latuharhary/@-6.2028065,106.8250829,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f41a3b8bc9d1:0x77b22886217283a0!8m2!3d-6.2028065!4d106.8276578!16s%2Fg%2F11b7zn5cxb","Bintang 4,4",33 ulasan
231,Halte Busway Latumeten Stasiun Grogol,"https://www.google.com/maps/search/halte+busway+latumenten+stasiun+grogol/@-6.1638999,106.78754,17z/data=!3m1!4b1","Bintang 4,2 139 Ulasan","Bintang 4,2 139 Ulasan"
232,Halte Busway Layur,"https://www.google.com/maps/search/halte+busway+layur/@-6.1931278,106.8797118,15z/data=!3m1!4b1","Bintang 4,6 57 Ulasan","Bintang 4,6 57 Ulasan"
233,Halte Busway Mampang Prapatan,"https://www.google.com/maps/place/Mampang+Prapatan/@-6.2426256,106.8231491,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3db8c2c39c9:0xeba5f24b798b5e8c!8m2!3d-6.2426256!4d106.825724!16s%2Fg%2F1hc508ym2","Bintang 4,1",141 ulasan
234,Halte Busway Mangga Besar,"https://www.google.com/maps/place/Halte+busway+Mangga+Besar+NEW/@-6.153296,106.8149568,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7c286451fd3:0x861ba0aee97a743b!8m2!3d-6.153296!4d106.8175317!16s%2Fg%2F11khclxj7s","Bintang 5,0",1 ulasan
235,Halte Busway Mangga Dua,"https://www.google.com/maps/place/Halte+Busway+Mangga+Dua+2/@-6.1376459,106.8238329,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5ffce693a63:0xdd7f4eec00118fc5!8m2!3d-6.1376459!4d106.8264078!16s%2Fg%2F11j9cpkbyj","Bintang 3,8",4 ulasan
236,Halte Busway Manggarai,"https://www.google.com/maps/place/Manggarai/@-6.2089113,106.8447235,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4718027d903:0xc12cffe2fc5ec664!8m2!3d-6.2089113!4d106.8472984!16s%2Fg%2F11btsvb5xh","Bintang 4,3",57 ulasan
237,Halte Busway Masjid Agung,"https://www.google.com/maps/search/halte+busway+masjid+agung/@-6.208428,106.7824432,15z","Bintang 4,0 1 Ulasan","Bintang 4,0 1 Ulasan"
238,Halte Busway Matraman 1,"https://www.google.com/maps/place/Matraman+1/@-6.2000106,106.8518861,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4661474bf53:0xc8439263c959470d!8m2!3d-6.2000106!4d106.854461!16s%2Fg%2F11btrnhgx8","Bintang 4,3",77 ulasan
239,Halte Busway Matraman 2,"https://www.google.com/maps/search/halte+busway+matraman+2/@-6.2072569,106.8509702,15z/data=!3m1!4b1",,
240,Halte Busway Matraman Baru,"https://www.google.com/maps/place/Matraman+Baru/@-6.2128733,106.8585886,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f47ee4a35c85:0x63bac808e45816d2!8m2!3d-6.2128733!4d106.8611635!16s%2Fg%2F11btrnhkgm","Bintang 4,0",64 ulasan
241,Halte Busway Mayestik,"https://www.google.com/maps/place/Halte+Busway+Pasar+Mayestik/@-6.2418276,106.7878195,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f115f6d1c977:0xa5e3ac01eea14221!8m2!3d-6.2418276!4d106.7903944!16s%2Fg%2F11f08fp7fd","Bintang 4,4",150 ulasan
242,Halte Busway Monumen Nasional,"https://www.google.com/maps/place/Monumen+Nasional/@-6.1753924,106.8245779,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5d2e764b12d:0x3d2ad6e1e0e9bcc8!8m2!3d-6.1753924!4d106.8271528!16zL20vMDNxN2hz","Bintang 4,6",105.408 ulasan
243,Halte Busway Museum Fatahillah,"https://www.google.com/maps/place/Museum+Fatahillah/@-6.13393,106.8095151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1dff2cfb4d7b:0xd7c679760a35d450!8m2!3d-6.13393!4d106.81209!16s%2Fg%2F11bc8lmtwh","Bintang 4,5",189 ulasan
244,Halte Busway Olimo,"https://www.google.com/maps/place/Olimo/@-6.1493,106.8141151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f609c8ac55f9:0x38eac9a41698cfbe!8m2!3d-6.1493!4d106.81669!16s%2Fg%2F121_5150","Bintang 4,2",62 ulasan
245,Halte Busway PGC 1,"https://www.google.com/maps/place/PGC+1/@-6.2624862,106.8637836,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f2f8b7787b0f:0xdc38785471a0460!8m2!3d-6.2624862!4d106.8663585!16s%2Fg%2F11bwf26n0z","Bintang 4,3",306 ulasan
246,Halte Busway Pademangan,"https://www.google.com/maps/place/Pademangan/@-6.1337,106.8290651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1e1d110576f9:0x1cccf0d056e74d4b!8m2!3d-6.1337!4d106.83164!16s%2Fg%2F11bwf1wc2f","Bintang 4,0",27 ulasan
247,Halte Busway Pakin,"https://www.google.com/maps/place/Pakin/@-6.12798,106.8021651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1df067d5d125:0xc6c6b984ba1fd778!8m2!3d-6.12798!4d106.80474!16s%2Fg%2F11bwdv465w","Bintang 3,6",16 ulasan
248,Halte Busway Pal Putih,"https://www.google.com/maps/place/Halte+Busway+Pal+Putih/@-6.1836663,106.8422122,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f448fc18910d:0xd85998b0a63aaf16!8m2!3d-6.1836663!4d106.8447871!16s%2Fg%2F11h54zbvfc","Bintang 4,8",4 ulasan
249,Halte Busway Pancoran Barat,"https://www.google.com/maps/place/Pancoran+Barat/@-6.2416403,106.834596,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3c13cd1c93f:0xa80403a0c25d396a!8m2!3d-6.2416403!4d106.8371709!16s%2Fg%2F1hc3hfjcd","Bintang 4,1",83 ulasan
250,Halte Busway Pancoran Tugu,"https://www.google.com/maps/search/halte+busway+pancoran+tugu/@-6.2424651,106.8353876,16z/data=!3m1!4b1",,
251,Halte Busway Pangeran Jayakarta,"https://www.google.com/maps/place/Pangeran+Jayakarta/@-6.1376002,106.8153154,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f60077a24957:0x2ed504fa1d4c4323!8m2!3d-6.1376002!4d106.8178903!16s%2Fg%2F11b7_ypsdn","Bintang 4,3",35 ulasan
252,Halte Busway Pasar Baru,"https://www.google.com/maps/place/Pasar+Baru/@-6.1661358,106.8322555,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5cf59d1548b:0xa49e6609275345b9!8m2!3d-6.1661358!4d106.8348304!16s%2Fg%2F12nvp3j8w","Bintang 4,1",99 ulasan
