provinsi,kota,kecamatan,kelurahan,nama_jalan,coordinate
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,SWADAYA MURNI I,"[-6.2978837, 106.9014562]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,SWADAYA MURNI II,"[-6.297531, 106.9012061]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,SWADAYA MURNI IV,"[-6.2984701, 106.9013502]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,ANNUR,"[-6.299319, 106.9034807]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,GG ANNUR,"[-6.299319, 106.9034807]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,GG SERVICE,"[-6.2977042, 106.9033172]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,GG SERVICE LUBANG BUAYA,"[-6.2977042, 106.9033172]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL ANNUR,"[-6.299319, 106.9034807]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,MAKASAR,"[-6.284925, 106.9016041]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,ANNUR I,"[-6.299319, 106.9034807]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,GG AKASIA,"[-6.2973413, 106.8955342]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,GORDA 24,"[-6.2933938, 106.8973009]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL AKASIA,"[-6.2973413, 106.8955342]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL FLAMBOYAN,"[-6.2974094, 106.895987]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL GORDA PASS,"[-6.2931847, 106.8967045]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL HAJI BUANG,"[-6.2965205, 106.8962475]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL JAMBU,"[-6.2952948, 106.8975027]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL SWADAYA I,"[-6.2978837, 106.9014562]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,MANUNGGAL II,"[-6.2978033, 106.8972781]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,AL BURHAN,"[-6.2984006, 106.8993227]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL.MANUNGGAL XVII,"[-6.2978033, 106.8972781]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,SEPAKAT I,"[-6.2986303, 106.8952371]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,JL KRAMAT V,"[-6.2995266, 106.9107465]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,KRAMAT IV 23,"[-6.2974103, 106.9106876]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,KRAMAT IV 81,"[-6.2974103, 106.9106876]"
DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,KRAMAT IV 83,"[-6.2974103, 106.9106876]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL AMD,"[-6.2899305, 106.852738]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL BULUH,"[-6.2677375, 106.8598283]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL ERETAN,"[-6.2686844, 106.8571305]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL ERETAN I,"[-6.2686844, 106.8571305]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL ERETAN II,"[-6.2708609, 106.8568334]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL RAYA CONDET,"[-6.2816567, 106.8551745]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,4B,"[-6.2807497, 106.8520631]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG SAWO,"[-6.2741429, 106.8542389]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL DATUK IBRAHIM,"[-6.2757726, 106.8547171]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL MUNGGANG,"[-6.2758915, 106.8537499]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL RAWA ELOK,"[-6.2752569, 106.8528448]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL RT/RW,"[-6.2903056, 106.85075723581167]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL SAWO,"[-6.2741429, 106.8542389]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG SAIBI,"[-6.2753107, 106.855613]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG SEDAP MALAM,"[-6.2751393, 106.8543696]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL DATUK SAUMIN,"[-6.2765052, 106.8550133]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL MANUNGGAL,"[-6.2806411, 106.8528796]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL MANUNGGAL XIII,"[-6.2806411, 106.8528796]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL SAIBI,"[-6.2753107, 106.855613]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL SEDAP MALAM,"[-6.2751393, 106.8543696]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG LANANG,"[-6.284556, 106.8517377]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL BUNTU,"[-6.2752569, 106.8528448]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL PUCUNG,"[-6.2810582, 106.8506469]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL PUCUNG DALAM,"[-6.278658, 106.8525076]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL PUCUNG I,"[-6.2799248, 106.8542062]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL PUCUNG II,"[-6.2788834, 106.8487422]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL PUCUNG III,"[-6.278273, 106.8494691]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL SARBINI,"[-6.2769283, 106.8520606]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL PANGERAN,"[-6.2813092, 106.8530191]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL RAYA CONDET / KHUSUS,"[-6.2816567, 106.8551745]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG KAPUK,"[-6.2835516, 106.8521744]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG KOBER,"[-6.2828067, 106.8522898]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG RASENA,"[-6.2826234, 106.854945]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL GARDU,"[-6.2841812, 106.8517903]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL KAPUK,"[-6.2835516, 106.8521744]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL KOBER,"[-6.2828067, 106.8522898]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL RASENA,"[-6.2826234, 106.854945]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG DERMAGA,"[-6.2871007, 106.8537284]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG RAWA GURIH,"[-6.2851491, 106.8538715]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL DERMAGA,"[-6.2871007, 106.8537284]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL RAWA GURIH,"[-6.2851491, 106.8538715]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,RAWA GURIH,"[-6.2851491, 106.8538715]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL JEMBATAN,"[-6.2857296, 106.8498976]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL JEMBATAN I,"[-6.2857296, 106.8498976]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL JEMBATAN II,"[-6.2849523, 106.8495787]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL JEMBATAN III,"[-6.2844578, 106.8491966]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL KAYU MANIS,"[-6.2888404, 106.8533109]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL LANANG,"[-6.284556, 106.8517377]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL AMD 28,"[-6.2899305, 106.852738]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL KWENI,"[-6.2894235, 106.8549316]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,JL BALAI RAKYAT,"[-6.2934927, 106.8542598]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,GG BUNTU,"[-6.2752569, 106.8528448]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,BATU AMPAR,"[-0.7474389, 109.5391233]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG DAMAI,"[-6.2906295, 106.8586619]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR,"[1.1670852, 104.0117969]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR I,"[1.1661735, 104.011656]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BUDAYA,"[-6.2701186, 106.8602372]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL CONDET,"[-6.2856873, 106.858044]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL DAMAI,"[-6.2906295, 106.8586619]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL KEKERAN,"[-6.2753501, 106.856926]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL RAYA CONDET,"[-6.2816567, 106.8551745]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL SDI,"[-6.2713555, 106.8593038]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL TERATAI,"[-6.2692564, 106.8596656]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG LAPANGAN,"[-6.2804787, 106.8563398]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL CONDET BATU AMPAR,"[-6.2856873, 106.858044]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL IKAN HIAS,"[-6.2710429, 106.8626332]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL KUMBANG,"[-6.270134, 106.8619234]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL KUMBANG DALAM,"[-6.270134, 106.8619234]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL LAPANGAN,"[-6.2804787, 106.8563398]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG BUNTU,"[-6.2760252, 106.8601365]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG MADRASAH,"[-6.2709895, 106.8655043]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG MERPATI,"[-6.2698371, 106.8646547]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR II,"[-6.2846487, 106.8571137]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BUNTU,"[-6.2760252, 106.8601365]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MADRASAH,"[-6.2709895, 106.8655043]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MERPATI,"[-6.2698371, 106.8646547]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG ABADI,"[-6.2720396, 106.8653352]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG MERPATI II,"[-6.2698371, 106.8646547]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL ABADI,"[-6.2720396, 106.8653352]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL AYAMA,"[-6.273388, 106.8669782]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR V,"[1.1661735, 104.011656]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL LINGKUNGAN,"[-6.2789938, 106.868271]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG DERI,"[-6.273388, 106.8669782]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG MUKRI,"[-6.2778893, 106.8690182]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL DAMIRI,"[-6.2767158, 106.8573967]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL DERI,"[-6.273388, 106.8669782]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL DURI,"[-6.2788813, 106.8594549]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL KOMPLEK,"[-6.2848853, 106.8605891]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MUKRI,"[-6.2778893, 106.8690182]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MUSHOLLAH,"[-6.279931, 106.8683427]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR III,"[-6.2745341, 106.8605564]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR VII,"[-6.2782475, 106.8629863]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU SARI,"[-6.2747469, 106.8624445]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU SARI II,"[-6.2745932, 106.8613041]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU SARI III,"[-6.2753613, 106.8650772]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU SARI IV,"[-6.2752993, 106.8633668]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU JAMBRUT,"[-6.2769857, 106.8617874]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU SARI VI,"[-6.2760266, 106.8629179]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG KECUBUNG,"[-6.2738962, 106.8584276]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR 3,"[1.1661735, 104.011656]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU KINYANG,"[-6.2760867, 106.8579169]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU KINYANG II,"[-6.2747207, 106.859204]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU KINYANG III,"[-6.2760867, 106.8579169]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL KECUBUNG,"[-6.2738962, 106.8584276]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL.BATU AMPAR III,"[-6.2745341, 106.8605564]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG DAMIRI,"[-6.2767158, 106.8573967]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG MASJID,"[-6.2792237, 106.8572559]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU KINYANG IV,"[-6.276096, 106.8594882]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL CONDET RAYA,"[-6.2816567, 106.8551745]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL KINYANG,"[-6.2760867, 106.8579169]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MASJID,"[-6.2792237, 106.8572559]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MASJID CONDET,"[-6.2792237, 106.8572559]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG BATU MERAH,"[1.1743015, 104.0112215]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG BATU PUTIH,"[-6.2794505, 106.8588545]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG DURI BULAN,"[-6.2788813, 106.8594549]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU ALAM,"[-6.288112, 106.8572766]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU ALAM II,"[-6.2777973, 106.859912]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU MERAH,"[1.1670852, 104.0117969]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU PUTIH,"[-6.2794505, 106.8588545]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL DURI BULAN,"[-6.2788813, 106.8594549]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL MESJID,"[-6.2869316, 106.8630474]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL.BATU ALAM II,"[-6.2777973, 106.859912]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR IV,"[-6.2795306, 106.8623972]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR VII DALAM,"[-6.2778762, 106.8628408]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU JAMBRUT II,"[-6.2769857, 106.8617874]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU PERMATA,"[-6.2807457, 106.8639032]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU RUKUN,"[-6.2777849, 106.8647023]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL PERMATA,"[-6.2807457, 106.8639032]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL. BATU AMPAR IV,"[-6.2795306, 106.8623972]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,BATU BULAT IV,"[-6.2796039, 106.8675384]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,BATU MERAH,"[1.1805352, 104.0141039]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG BATU MERAH III,"[-6.2816287, 106.8673222]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU AMPAR GG BATU MERAH,"[1.1670852, 104.0117969]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU BULAT,"[-6.2796039, 106.8675384]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU BULAT II,"[-6.2801806, 106.867415]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU BULAT III,"[-6.2792625, 106.8675655]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU BULAT IV,"[-6.2796039, 106.8675384]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU KRAMAT,"[-6.2723813, 106.8652068]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU KRAMAT II,"[-6.2807678, 106.8657818]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU KRAMAT III,"[-6.2812505, 106.8653058]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU MERAH I,"[1.1670852, 104.0117969]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU MERAH II,"[1.1670852, 104.0117969]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU MERAH III,"[-6.2816287, 106.8673222]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU RATNA,"[-6.2791486, 106.8661876]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU RATNA II,"[-6.2795902, 106.8653971]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU RATNA III,"[-6.278983, 106.8665297]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL INERBANG,"[-6.2823293, 106.8614249]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL.BATU MERAH III,"[-6.2816287, 106.8673222]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG BATU TULIS,"[-6.2798968, 106.8617029]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU PERMATA II,"[-6.2807453, 106.8635286]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU TULIS,"[-6.2798968, 106.8617029]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU TULIS II,"[-6.2806168, 106.8621197]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU TULIS III,"[-6.2812146, 106.8620647]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL POS,"[-6.2817207, 106.8617962]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL POS INERBANG,"[-6.2817207, 106.8617962]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL.BATU AMPAR IV,"[-6.2795306, 106.8623972]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG BARU,"[-6.2762296, 106.8663271]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG TABRI,"[-6.2825898, 106.8575147]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU PANDAN,"[-6.2835944, 106.8576229]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU WADAS,"[-6.2810595, 106.8596336]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL PANDAN,"[-6.2835944, 106.8576229]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL PONCOL,"[-6.289528, 106.8588951]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL TABRI,"[-6.2825898, 106.8575147]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL WADAS,"[-6.2810595, 106.8596336]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL. LAPANGAN,"[-6.2804787, 106.8563398]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,BATU AMPAR II,"[-6.2847457, 106.85823708154038]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG LATIF,"[-6.2851818, 106.8565474]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,GG MUHYI,"[-6.2796258, 106.8567059]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,H LATIF,"[-6.2851818, 106.8565474]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL ALAM INDAH,"[-6.2894811, 106.8569098]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL BATU ALAM JAYA,"[-6.288112, 106.8572766]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL CONDET BARU,"[-6.2856873, 106.858044]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL PRIBADI,"[-6.2883713, 106.8568067]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL RAYA TENGAH,"[-1.9541574, 111.7469323]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL SAWO,"[-6.2852512, 106.8578204]"
DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,JL.RAYA TENGAH,"[-1.9541574, 111.7469323]"
