provinsi,kota,kecamatan,kelurahan,nama_jalan,coordinate
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG BUANA,"[-6.2786608, 106.771571]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG KENANGA,"[-6.2766947, 106.7715323]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUANA,"[-6.2786608, 106.771571]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUANA II,"[-6.2773427, 106.7713917]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUANA III,"[-6.2784688, 106.7707538]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUANA KARYA,"[-6.2781874, 106.7725634]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KARYAWAN,"[-6.2773427, 106.7713917]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENANGA,"[-6.2766947, 106.7715323]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL RAHARJA,"[-6.2794929, 106.7723301]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG AMAL,"[-6.2684639, 106.7703465]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG DAMAI,"[-6.2835351, 106.7702493]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG PUPAN,"[-6.2827551, 106.7704843]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG PUPAN PONDOK PINANG,"[-6.2827551, 106.7704843]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG SULAIMAN,"[-6.2841875, 106.7669955]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL PUPAN,"[-6.2827551, 106.7704843]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL.PUPAN,"[-6.2827551, 106.7704843]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,PUPAN,"[-6.2827551, 106.7704843]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,SD III,"[-6.27922375, 106.76919486627337]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,BABSEL,"[-6.2851226, 106.7679819]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BABSEL,"[-6.2851226, 106.7679819]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG 45,"[-6.2736372, 106.7789504]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG BUNTU,"[-6.288845, 106.7747039]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GG MURNI,"[-6.2855831, 106.7721718]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL HARYONO,"[-6.2861298, 106.7746572]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL HARYONO II,"[-6.2867958, 106.7751983]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL HARYONO III,"[-6.2860214, 106.7750062]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL HARYONO IV,"[-6.2861298, 106.7746572]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL HARYONO RAYA,"[-6.2862291, 106.7747342]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL LINGKAR LUAR SELATAN,"[-6.280119, 106.7708203]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL LINGKAR SELATAN,"[-6.280119, 106.7708203]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL MUCHTARUDIN,"[-6.2887403, 106.7738864]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL PASAR JUMAT,"[-6.2887919, 106.777495]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL R.A KARTINI,"[-6.2908784, 106.7829307]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL RAYA PASAR JUMAT,"[-6.2887919, 106.777495]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SAPTA TARUNA,"[-6.2883103, 106.7748938]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SAPTA TARUNA BUNTU,"[-6.288845, 106.7747039]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SAPTA TARUNA II,"[-6.2873093, 106.773703]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SAPTA TARUNA III,"[-6.2857125, 106.7737734]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SAPTA TARUNA IV,"[-6.2861777, 106.7738168]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SAPTA TARUNA RAYA,"[-6.287846, 106.7743032]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SUHODO,"[-6.2884128, 106.7734651]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SUSILO,"[-6.2878372, 106.7724096]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,KP RW 07,"[-6.2837599, 106.77272163951545]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,MURNI,"[-6.2855831, 106.7721718]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL GEDUNG HIJAU II,"[-6.2758958, 106.7759617]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA HIJAU,"[-6.2845871, 106.7772706]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA HIJAU IX,"[-6.2809133, 106.7737485]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA HIJAU VI,"[-6.2835385, 106.7756047]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA HIJAU VII,"[-6.2824306, 106.7745853]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA HIJAU VIII,"[-6.2819826, 106.7741691]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL PONDOK HIJAU,"[-6.2781639, 106.7747795]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL PONDOK HIJAU II,"[-6.2781639, 106.7747795]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL PONDOK HIJAU IV,"[-6.2789683, 106.774569]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL PONDOK HIJAU VI,"[-6.2793978, 106.7740725]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL PONDOK HIJAU VII,"[-6.2798791, 106.7740591]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,PONDOK HIJAU II,"[-6.2781639, 106.7747795]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GEDUNG HIJAU,"[-6.2790832, 106.7779148]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GEDUNG HIJAU V,"[-6.2762799, 106.7742857]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL GEDUNG HIJAU,"[-6.2790832, 106.7779148]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL GEDUNG HIJAU III,"[-6.2759195, 106.775355]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL GEDUNG HIJAU IV,"[-6.2758176, 106.7749246]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL GEDUNG HIJAU IX,"[-6.2773756, 106.7748396]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL GEDUNG HIJAU VII,"[-6.2764226, 106.7746553]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL GEDUNG HIJAU VIII,"[-6.2768693, 106.7746227]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,GEDUNG HIJAU I,"[-6.2791045, 106.7755293]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT HIJAU II,"[-6.2813763, 106.776258]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT HIJAU III,"[-6.2795181, 106.7763871]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT HIJAU VIII,"[-6.282503, 106.7784604]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL LAPANGAN HIJAU,"[-6.2807896, 106.7781655]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,ALAM ASRI,"[-6.2776832, 106.7792959]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,ALAM ASRI I,"[-6.2791327, 106.7801738]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL ALAM ASRI,"[-6.2776832, 106.7792959]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL ALAM ASRI III,"[-6.2782069, 106.7791455]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,ALAM ASRI VI,"[-6.2757454, 106.7811925]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,ALAM ASRI XII/14,"[-6.2752947, 106.779714]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL ALAM ASRI IX,"[-6.277087, 106.7792579]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL ALAM ASRI VII,"[-6.2755541, 106.7807084]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL ALAM ASRI VIII,"[-6.2754363, 106.7802332]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL ALAM ASRI XII,"[-6.2752947, 106.779714]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA PERMAI,"[-6.2762065, 106.783701]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA PERMAI II,"[-6.2766477, 106.7846793]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA PERMAI III,"[-6.2762065, 106.783701]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA PERMAI IV,"[-6.2767654, 106.7839957]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL TAMAN KENCANA PERMAI,"[-6.2762065, 106.783701]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL TAMAN KENCANA PERMAI III,"[-6.2762065, 106.783701]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,KENCANA PERMAI IV,"[-6.2767654, 106.7839957]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA PERMAI VI,"[-6.2785848, 106.7842338]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA PERMAI VII,"[-6.2786113, 106.7822191]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA PERMAI VIII,"[-6.2792284, 106.7820702]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH DUTA RAYA,"[-6.2816871, 106.7845046]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA INDAH,"[-6.2814114, 106.7856544]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA INDAH II,"[-6.2796296, 106.786138]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA INDAH IV,"[-6.2779235, 106.7878309]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH DUTA,"[-6.2816871, 106.7845046]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH KENCANA,"[-6.2760699, 106.7850946]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH KENCANA II,"[-6.2798502, 106.7853025]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH KENCANA III,"[-6.2811063, 106.7861954]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL TAMAN KENCANA INDAH,"[-6.2814114, 106.7856544]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,KENCANA INDAH I,"[-6.277922, 106.7868904]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,BUKIT GOLF UTAMA,"[-6.2721913, 106.7873655]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT GOLF II,"[-6.2720087, 106.7893618]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT GOLF UTAMA,"[-6.2721913, 106.7873655]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH KENCANA IV,"[-6.2760699, 106.7850946]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,SEKOLAH KENCANA IV,"[-6.2760699, 106.7850946]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL KENCANA INDAH III,"[-6.2787513, 106.7871107]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL TEROGONG KECIL,"[-6.2830376, 106.7874314]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,DUTA INDAH II,"[-6.2858999, 106.7857702]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA INDAH,"[-6.289541, 106.7854022]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA INDAH III,"[-6.2872202, 106.7850977]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH DUTA II,"[-6.2852284, 106.7840437]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA PERMAI,"[-6.2862017, 106.7830161]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA PERMAI III,"[-6.2851321, 106.7837274]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA PERMAI VII,"[-6.2851065, 106.7844741]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA PERMAI VIII,"[-6.284303, 106.78604]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH DUTA III,"[-6.2830995, 106.7846313]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH DUTA IV,"[-6.2823972, 106.7844042]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,SEKOLAH DUTA RAYA,"[-6.2816871, 106.7845046]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,DUTA NIAGA II,"[-6.2895999, 106.7813193]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA NIAGA,"[-6.2890651, 106.7841394]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA NIAGA III,"[-6.2897409, 106.7853507]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL DUTA NIAGA RAYA,"[-6.2883871, 106.7810149]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL LEBAK BULUS,"[-6.2892534, 106.770874]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA DUTA RAYA,"[-6.2883871, 106.7810149]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL METRO DUTA,"[-6.2851236, 106.7812548]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL METRO DUTA NIAGA,"[-6.2851236, 106.7812548]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL SEKOLAH DUTA VI,"[-6.2822667, 106.7830288]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL METRO INDAH,"[-6.2885343, 106.7780891]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL TAMAN DUTA,"[-6.2820863, 106.7817227]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,BUKIT HIJAU VIII,"[-6.282503, 106.7784604]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT HIJAU IX,"[-6.2839864, 106.7793039]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA HIJAU RAYA,"[-6.2845871, 106.7772706]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT HIJAU IV,"[-6.2812532, 106.776297]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT HIJAU VI,"[-6.2832279, 106.7772256]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL BUKIT HIJAU VII,"[-6.2832279, 106.7772256]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL LENGKONG BUKIT HIJAU II,"[-6.2813763, 106.776258]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL LENGKONG BUKIT HIJAU III,"[-6.2808477, 106.7764061]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL LENGKONG BUKIT HIJAU IV,"[-6.2802763, 106.7760314]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA HIJAU II,"[-6.284951, 106.776879]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,JL NIAGA HIJAU IV,"[-6.2835385, 106.7756047]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,NIAGA HIJAU I,"[-6.281754, 106.7733204]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,PONDOK INDAH RESIDENCE,"[-6.264758, 106.7804468]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL PANJANG,"[-6.2323508, 106.7718878]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL PERMATA HIJAU,"[-6.2284281, 106.7666401]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL PERMATA HIJAU II,"[-6.2288865, 106.7697173]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL PERSATUAN AMAL,"[-6.2272271, 106.770052]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL PERSATUAN AMAL MULIA,"[-6.2272271, 106.770052]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL.PERSATUAN AMAL MULIA,"[-6.2272271, 106.770052]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,PERMATA HIJAU,"[-6.221427, 106.7832479]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,PERMATA HIJAU II,"[-6.2288865, 106.7697173]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,PERSATUAN AMAL MULIA,"[-6.2272271, 106.770052]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,AL IKHLAS,"[-6.227451, 106.7738879]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,CIDODOL,"[-6.2294076, 106.7765107]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL CIDODOL,"[-6.2294076, 106.7765107]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL IKHLAS,"[-6.227451, 106.7738879]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KP CIDODOL,"[-6.2294076, 106.7765107]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KP RAWA,"[-6.2275017, 106.7837263]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KP RW 06,"[-6.2299361, 106.77310925432687]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KP RW 6,"[-6.2108922, 106.7923524]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,GG HANKAM,"[-6.2277633, 106.7779335]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL GROGOL SELATAN,"[-6.1830744, 106.7871748]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL HAJI AWI,"[-6.2286565, 106.7754874]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL HANKAM,"[-6.2277633, 106.7779335]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL KEBAYORAN LAMA,"[-6.2308999, 106.7803086]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL KEBAYORAN LAMA RAYA,"[-6.2362095, 106.7805446]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL LOKA PERMAI,"[-6.2287345, 106.7739116]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL RAWA KEMIRI,"[-6.2284492, 106.7778386]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL RAYA KEBAYORAN LAMA,"[-6.225458, 106.7785022]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KL CIDODOL,"[-6.2294076, 106.7765107]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KP LOKA PERMAI,"[-6.2287345, 106.7739116]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KP RW 11,"[-6.2108922, 106.7923524]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,.L KWENI,"[-6.2281436, 106.7792333]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,GG TABAH,"[-6.2269326, 106.7792787]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL KEBON NANAS,"[-6.2233293, 106.7796786]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL KWENI,"[-6.2281436, 106.7792333]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL KWENI 10,"[-6.2281436, 106.7792333]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL LIMO,"[-6.2259422, 106.7859269]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL LIMO-,"[-6.2259422, 106.7859269]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL RAWA SIMPRUG,"[-6.2275017, 106.7837263]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL RW 10,"[-6.22796405, 106.78108409846246]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL SEHA,"[-6.2285921, 106.7818553]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL SEHA II,"[-6.228004, 106.7810631]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,JL TABAH,"[-6.2269326, 106.7792787]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KEBAYORAN LAMA,"[-6.2308999, 106.7803086]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KEBON NANAS,"[-6.2233293, 106.7796786]"
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,KP KEBON NANAS,"[-6.2233293, 106.7796786]"
